page|109
项目|2020 年度|2019 年度
一、营业总收入|8,992,909,458.68|9,229,243,725.35
其中：营业收入|8,992,909,458.68|9,229,243,725.35
page|110
利息收入||
已赚保费||
手续费及佣金收入||
二、营业总成本|7,115,984,725.97|6,295,948,267.31
其中：营业成本|5,362,220,467.45|4,908,300,728.22
利息支出||
手续费及佣金支出||
退保金||
赔付支出净额||
提取保险责任合同准备金净额||
保单红利支出||
分保费用||
税金及附加|116,435,758.99|134,554,703.14
销售费用|1,069,019,200.35|734,082,471.77
管理费用|422,770,987.02|408,799,146.20
研发费用||52,754,053.94
财务费用|145,538,312.16|57,457,164.04
其中：利息费用|140,010,143.69|103,843,189.96
利息收入|37,048,975.73|78,947,914.84
加：其他收益|96,949,694.55|22,207,431.52
投资收益（损失以“－”号填列）|-33,304,280.40|719,051,388.76
其中：对联营企业和合营企业的投资收益|-64,236,976.25|-78,502,367.68
以摊余成本计量的金融资产终止确认收益||
汇兑收益（损失以“-”号填列）||
净敞口套期收益（损失以“－”号填列）||
公允价值变动收益（损失以“－”号填列）|149,785,164.77|18,539,405.22
信用减值损失（损失以“-”号填列）|-48,271,909.92|-33,838,432.53
资产减值损失（损失以“-”号填列）|-14,985,131.62|-6,809,219.60
资产处置收益（损失以“-”号填列）|-34,907,194.75|-6,231,884.72
三、营业利润（亏损以“－”号填列）|1,992,191,075.34|3,646,214,146.69
加：营业外收入|11,751,986.44|341,987,923.02
减：营业外支出|91,190,604.25|14,100,554.62
四、利润总额（亏损总额以“－”号填列）|1,912,752,457.53|3,974,101,515.09
减：所得税费用|495,807,179.77|794,135,769.87
五、净利润（净亏损以“－”号填列）|1,416,945,277.76|3,179,965,745.22
（一）按经营持续性分类||
page|111
1.持续经营净利润（净亏损以“－”号填列）|1,416,945,277.76|3,179,965,745.22
2.终止经营净利润（净亏损以“－”号填列）||
（二）按所有权归属分类||
1.归属于母公司股东的净利润|1,362,692,094.41|3,154,904,168.79
2.少数股东损益|54,253,183.35|25,061,576.43
六、其他综合收益的税后净额|258,167,740.35|
归属母公司所有者的其他综合收益的税后净额|258,167,740.35|
（一）不能重分类进损益的其他综合收益||
1.重新计量设定受益计划变动额||
2.权益法下不能转损益的其他综合收益||
3.其他权益工具投资公允价值变动||
4.企业自身信用风险公允价值变动||
5.其他||
（二）将重分类进损益的其他综合收益|258,167,740.35|
1.权益法下可转损益的其他综合收益||
2.其他债权投资公允价值变动||
3.金融资产重分类计入其他综合收益的金额||
4.其他债权投资信用减值准备||
5.现金流量套期储备||
6.外币财务报表折算差额||
7.其他||
8.固定资产转换为投资性房地产公允价值与账面价值差额计入其他综合收益|258,167,740.35|
归属于少数股东的其他综合收益的税后净额||
七、综合收益总额|1,675,113,018.11|3,179,965,745.22
归属于母公司所有者的综合收益总额|1,620,859,834.76|3,154,904,168.79
归属于少数股东的综合收益总额|54,253,183.35|25,061,576.43
八、每股收益：||
（一）基本每股收益|0.22|0.54
（二）稀释每股收益|0.22|0.54
