page|52
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,687,460,866.75|2,629,131,887.36
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金||30,900,001.14|40,160,259.88
经营活动现金流入小计||2,718,360,867.89|2,669,292,147.24
购买商品、接受劳务支付的现金||230,450,547.19|179,284,724.72
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
page|53
支付给职工及为职工支付的现金||215,798,522.90|219,718,618.57
支付的各项税费||456,067,428.48|333,467,682.47
支付其他与经营活动有关的现金||25,865,283.85|24,633,219.42
经营活动现金流出小计||928,181,782.42|757,104,245.18
经营活动产生的现金流量净额||1,790,179,085.47|1,912,187,902.06
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金|||43,176,597.42
处置固定资产、无形资产和其他长期资产收回的现金净额||641,031.66|140,825.47
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||641,031.66|43,317,422.89
购建固定资产、无形资产和其他长期资产支付的现金||213,920,112.55|164,125,699.95
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||213,920,112.55|164,125,699.95
投资活动产生的现金流量净额||-213,279,080.89|-120,808,277.06
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计|||
偿还债务支付的现金||714,630,000.00|964,176,000.00
分配股利、利润或偿付利息支付的现金||721,320,036.60|576,180,750.06
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||193,453.48|168,160.94
筹资活动现金流出小计||1,436,143,490.08|1,540,524,911.00
筹资活动产生的现金流量净额||-1,436,143,490.08|-1,540,524,911.00
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||140,756,514.50|250,854,714.00
加：期初现金及现金等价物余额||992,956,843.02|742,102,129.02
六、期末现金及现金等价物余额||1,133,713,357.52|992,956,843.02
