page|132
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|七、1|96,544,306.52|305,174,760.64
结算备付金||-|-
拆出资金||-|-
交易性金融资产|七、2|-|242,741,328.79
衍生金融资产||-|-
应收票据||-|-
应收账款|七、5|140,418.75|225,405.89
应收款项融资||-|-
预付款项|七、7|27,209,588.19|17,702,918.63
应收保费||-|-
应收分保账款||-|-
应收分保合同准备金||-|-
其他应收款|七、8|33,011,354.41|51,695,360.67
其中：应收利息||-|-
应收股利||-|-
买入返售金融资产||-|-
存货|七、9|40,106,753.39|34,792,160.44
合同资产||-|-
持有待售资产||-|-
一年内到期的非流动资产||-|3,319,200.00
其他流动资产|七、13|47,723,962.29|11,530,257.53
流动资产合计||244,736,383.55|667,181,392.59
非流动资产：|||
发放贷款和垫款||-|-
债权投资||-|-
其他债权投资||-|-
长期应收款||-|-
长期股权投资|七、17|18,951,068.84|-
其他权益工具投资||-|-
其他非流动金融资产||-|-
投资性房地产||-|-
固定资产|七、21|308,709,201.79|325,136,406.14
在建工程|七、22|313,242,981.78|192,201,080.76
生产性生物资产||-|-
油气资产||-|-
使用权资产|七、25|189,690,360.82|-
无形资产|七、26|179,395,522.85|191,503,031.60
开发支出||-|-
page|133
商誉|七、28|118,769,811.89|118,769,811.89
长期待摊费用|七、29|12,705,478.89|19,490,900.97
递延所得税资产|七、30|-|-
其他非流动资产|七、31|209,072,121.78|124,614,472.73
非流动资产合计||1,350,536,548.64|971,715,704.09
资产总计||1,595,272,932.19|1,638,897,096.68
流动负债：|||
短期借款|七、32|10,824,747.98|50,040,616.41
向中央银行借款||-|-
拆入资金||-|-
交易性金融负债||-|-
衍生金融负债||-|-
应付票据||-|-
应付账款|七、36|39,689,176.26|22,564,391.41
预收款项|七、37|-|9,889,510.00
合同负债|七、38|63,530,964.05|6,197,848.65
卖出回购金融资产款||-|-
吸收存款及同业存放||-|-
代理买卖证券款||-|-
代理承销证券款||-|-
应付职工薪酬|七、39|42,507,643.89|20,762,484.45
应交税费|七、40|6,096,424.79|2,469,276.46
其他应付款|七、41|88,780,835.84|54,919,125.01
其中：应付利息||-|-
应付股利||-|-
应付手续费及佣金||-|-
应付分保账款||-|-
持有待售负债||-|-
一年内到期的非流动负债|七、43|18,983,318.96|-
其他流动负债||-|-
流动负债合计||270,413,111.77|166,843,252.39
非流动负债：|||
保险合同准备金||-|-
长期借款|七、45|132,047,065.41|-
应付债券||-|-
其中：优先股||-|-
永续债||-|-
租赁负债|七、47|172,724,135.86|-
长期应付款||-|-
长期应付职工薪酬||-|-
预计负债||-|-
递延收益|七、51|11,468,000.00|1,606,000.00
递延所得税负债||-|-
其他非流动负债||-|-
非流动负债合计||316,239,201.27|1,606,000.00
负债合计||586,652,313.04|168,449,252.39
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|299,700,000.00|299,700,000.00
page|134
其他权益工具||-|-
其中：优先股||-|-
永续债||-|-
资本公积|七、55|2,456,389,679.28|2,145,807,952.95
减：库存股||-|-
其他综合收益|七、57|-2,602,940.43|-1,751,694.88
专项储备||-|-
盈余公积||-|-
一般风险准备||-|-
未分配利润|七、60|-1,742,682,207.70|-973,095,534.24
归属于母公司所有者权益（或股东权益）合计||1,010,804,531.15|1,470,660,723.83
少数股东权益||-2,183,912.00|-212,879.54
所有者权益（或股东权益）合计||1,008,620,619.15|1,470,447,844.29
负债和所有者权益（或股东权益）总计||1,595,272,932.19|1,638,897,096.68
