page|86
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||987,188,579.69|359,331,496.83
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||5,797,856.62|6,069,545.35
收到其他与经营活动有关的现金||32,433,479.93|21,540,794.45
经营活动现金流入小计||1,025,419,916.24|386,941,836.63
购买商品、接受劳务支付的现金||538,388,926.70|216,334,296.02
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||136,804,246.35|77,806,437.23
支付的各项税费||29,970,596.47|13,484,142.63
支付其他与经营活动有关的现金||166,133,554.09|46,322,891.62
经营活动现金流出小计||871,297,323.61|353,947,767.50
经营活动产生的现金流量净额||154,122,592.63|32,994,069.13
二、投资活动产生的现金流量：|||
收回投资收到的现金||140,000,000.00|275,000,000.00
page|87
取得投资收益收到的现金||7,104,402.55|2,768,630.12
处置固定资产、无形资产和其他长期资产收回的现金净额||47,446.69|67,039,330.61
处置子公司及其他营业单位收到的现金净额||1.00|
收到其他与投资活动有关的现金||92,000,000.00|1,561,162.71
投资活动现金流入小计||239,151,850.24|346,369,123.44
购建固定资产、无形资产和其他长期资产支付的现金||123,292,503.89|56,361,941.96
投资支付的现金||100,000,000.00|315,952,222.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||92,073,456.17|
投资活动现金流出小计||315,365,960.06|372,314,163.96
投资活动产生的现金流量净额||-76,214,109.82|-25,945,040.52
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||39,456,000.00|
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||544,904,500.00|372,650,000.00
收到其他与筹资活动有关的现金||2,000,000.00|5,300,000.00
筹资活动现金流入小计||586,360,500.00|377,950,000.00
偿还债务支付的现金||509,280,000.00|386,650,000.00
分配股利、利润或偿付利息支付的现金||15,831,677.35|27,374,117.86
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||2,000,000.00|5,300,000.00
筹资活动现金流出小计||527,111,677.35|419,324,117.86
筹资活动产生的现金流量净额||59,248,822.65|-41,374,117.86
四、汇率变动对现金及现金等价物的影响||-13,113,222.15|-321,523.92
五、现金及现金等价物净增加额||124,044,083.31|-34,646,613.17
加：期初现金及现金等价物余额||188,665,344.81|223,311,957.98
六、期末现金及现金等价物余额||312,709,428.12|188,665,344.81
