page|83
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金||1,109,244,715.14|882,664,744.58
结算备付金|||
拆出资金|||
交易性金融资产||215,227,716.08|110,424,006.50
衍生金融资产|||
应收票据|||4,321,089.91
应收账款||142,658,277.04|108,491,977.05
应收款项融资|||
预付款项||25,366,675.89|34,977,688.81
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||32,222,774.66|40,233,228.21
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货||279,558,417.74|247,962,232.56
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产||233,982,885.15|387,736,674.69
流动资产合计||2,038,261,461.70|1,816,811,642.31
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款||25,445,500.00|83,278,300.16
长期股权投资||56,869,952.47|53,504,027.11
其他权益工具投资||33,821,578.93|4,570,536.63
其他非流动金融资产||71,373,599.05|26,098,000.00
投资性房地产||1,120,483.00|1,287,236.77
固定资产||508,791,400.29|393,754,297.80
在建工程||25,955,858.74|131,824,566.19
生产性生物资产|||
油气资产|||
使用权资产||3,259,642.76|
无形资产||97,071,140.25|65,628,376.61
开发支出|||
商誉||524,488.05|524,488.05
长期待摊费用||26,825,610.45|6,353,780.17
递延所得税资产||31,842,605.63|42,377,260.89
page|84
其他非流动资产||356,769,599.39|324,261,035.36
非流动资产合计||1,239,671,459.01|1,133,461,905.74
资产总计||3,277,932,920.71|2,950,273,548.05
流动负债：|||
短期借款||114,767,722.33|
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|||
应付账款||595,111,913.02|530,522,198.80
预收款项|||
合同负债||33,661,874.96|70,185,970.92
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||42,389,929.89|33,996,456.60
应交税费||16,317,473.32|11,934,242.33
其他应付款||66,440,090.86|40,998,787.71
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债||1,295,023.73|
其他流动负债||1,733,053.74|16,929,157.42
流动负债合计||871,717,081.85|704,566,813.78
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券||579,404,168.08|555,952,042.44
其中：优先股|||
永续债|||
租赁负债||1,956,972.95|
长期应付款|||
长期应付职工薪酬|||
预计负债||23,660,579.10|23,810,328.48
递延收益||18,731,918.33|14,644,659.62
递延所得税负债||2,315,652.38|1,014,799.37
其他非流动负债|||
非流动负债合计||626,069,290.84|595,421,829.91
负债合计||1,497,786,372.69|1,299,988,643.69
所有者权益（或股东权益）：|||
实收资本（或股本）||140,003,372.00|140,000,000.00
其他权益工具||42,882,963.55|42,890,898.36
其中：优先股|||
永续债|||
page|85
资本公积||695,915,562.09|711,124,810.59
减：库存股||136,139,141.25|100,606,911.51
其他综合收益||-1,526,269.69|-912,250.13
专项储备||369,035.84|186,503.98
盈余公积||70,000,000.00|70,000,000.00
一般风险准备|||
未分配利润||964,864,847.70|796,733,946.11
归属于母公司所有者权益（或股东权益）合计||1,776,370,370.24|1,659,416,997.40
少数股东权益||3,776,177.78|-9,132,093.04
所有者权益（或股东权益）合计||1,780,146,548.02|1,650,284,904.36
负债和所有者权益（或股东权益）总计||3,277,932,920.71|2,950,273,548.05
