page|79
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||9,059,704,090.58|6,582,648,461.75
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||172,265,098.36|164,402,491.62
收到其他与经营活动有关的现金|1|11,963,493.33|57,314,525.78
经营活动现金流入小计||9,243,932,682.27|6,804,365,479.15
购买商品、接受劳务支付的现金||8,480,369,268.31|6,046,793,774.48
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||146,056,041.91|122,240,032.56
支付的各项税费||64,375,280.87|30,498,296.22
支付其他与经营活动有关的现金|2|321,680,536.84|223,498,042.74
经营活动现金流出小计||9,012,481,127.93|6,423,030,146.00
经营活动产生的现金流量净额||231,451,554.34|381,335,333.15
二、投资活动产生的现金流量：|||
收回投资收到的现金||1,210,000,000.00|853,000,000.00
取得投资收益收到的现金||16,267,335.58|1,529,103.56
处置固定资产、无形资产和其他长期资产收回的现金净额|||326,409.80
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||1,226,267,335.58|854,855,513.36
购建固定资产、无形资产和其他长期资产支付的现金||69,989,543.57|38,150,085.51
投资支付的现金||1,150,000,000.00|1,413,000,000.00
质押贷款净增加额|||
page|80
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||1,219,989,543.57|1,451,150,085.51
投资活动产生的现金流量净额||6,277,792.01|-596,294,572.15
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||783,874,339.65
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||120,000,000.00|679,900,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||120,000,000.00|1,463,774,339.65
偿还债务支付的现金||120,000,000.00|1,079,400,000.00
分配股利、利润或偿付利息支付的现金||103,362,548.32|15,209,694.48
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|3||30,025,849.07
筹资活动现金流出小计||223,362,548.32|1,124,635,543.55
筹资活动产生的现金流量净额||-103,362,548.32|339,138,796.10
四、汇率变动对现金及现金等价物的影响||-7,407,417.37|-5,765,837.81
五、现金及现金等价物净增加额||126,959,380.66|118,413,719.29
加：期初现金及现金等价物余额||432,160,075.08|313,746,355.79
六、期末现金及现金等价物余额||559,119,455.74|432,160,075.08
