page|65
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||180,849,082.67|1,320,476,619.66
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金||43,173,220.21|35,595,188.36
经营活动现金流入小计||224,022,302.88|1,356,071,808.02
购买商品、接受劳务支付的现金||127,939,802.05|302,535,775.26
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||18,305,698.62|28,900,833.40
支付的各项税费||39,326,470.75|88,217,572.08
支付其他与经营活动有关的现金||59,586,350.02|43,169,266.53
经营活动现金流出小计||245,158,321.44|462,823,447.27
经营活动产生的现金流量净额||-21,136,018.56|893,248,360.75
二、投资活动产生的现金流量：|||
收回投资收到的现金||800,000.00|1,050,000.00
取得投资收益收到的现金||46,099,350.00|96,694.12
处置固定资产、无形资产和其他长期资产收回的现金净额||5,857.00|820.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||313,732,187.35|170,049,629.52
投资活动现金流入小计||360,637,394.35|171,197,143.64
page|66
购建固定资产、无形资产和其他长期资产支付的现金||2,081,751.23|63,446,171.58
投资支付的现金||7,000,000.00|
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||723,740,922.12
投资活动现金流出小计||9,081,751.23|787,187,093.70
投资活动产生的现金流量净额||351,555,643.12|-615,989,950.06
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||240,000,000.00
收到其他与筹资活动有关的现金||648,150,000.00|13,653,668.77
筹资活动现金流入小计||648,150,000.00|253,653,668.77
偿还债务支付的现金|||630,000,000.00
分配股利、利润或偿付利息支付的现金||81,883,765.18|89,389,850.85
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||791,990,211.69|1,894,270,593.78
筹资活动现金流出小计||873,873,976.87|2,613,660,444.63
筹资活动产生的现金流量净额||-225,723,976.87|-2,360,006,775.86
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||104,695,647.69|-2,082,748,365.17
加：期初现金及现金等价物余额||185,304,535.59|2,268,052,900.76
六、期末现金及现金等价物余额||290,000,183.28|185,304,535.59
