page|62
项目|附注|2020 年度|2019 年度
一、营业总收入||186,440,120.09|101,418,095.50
其中：营业收入||186,440,120.09|101,418,095.50
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||140,308,702.66|151,369,459.02
其中：营业成本||129,537,348.37|24,403,545.81
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||620,554.87|72,149,937.48
销售费用||31,788,947.99|27,578,641.05
管理费用||26,478,128.55|42,863,845.90
研发费用||9,608,514.87|4,881,451.37
财务费用||-57,724,791.99|-20,507,962.59
其中：利息费用|||1,627,271.69
利息收入||58,091,503.44|22,547,241.63
加：其他收益||5,307,815.08|6,087,967.77
投资收益（损失以“－”号填列）||9,252,518.68|1,497,344,192.16
其中：对联营企业和合营企业的投资收益||-31,280,466.01|22,174,134.51
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
page|63
公允价值变动收益（损失以“－”号填列）||-106,342,368.21|114,832,940.96
信用减值损失（损失以“-”号填列）||1,170,094.50|-25,553,271.69
资产减值损失（损失以“-”号填列）|||-118,575,432.66
资产处置收益（损失以“－”号填列）||1,957.78|-12,587.31
三、营业利润（亏损以“－”号填列）||-44,478,564.74|1,424,172,445.71
加：营业外收入||5,600,887.95|29,823.56
减：营业外支出||19,585,966.20|337,698.81
四、利润总额（亏损总额以“－”号填列）||-58,463,642.99|1,423,864,570.46
减：所得税费用||-11,629,936.89|198,679,219.05
五、净利润（净亏损以“－”号填列）||-46,833,706.10|1,225,185,351.41
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||-46,833,706.10|-139,440,609.15
2.终止经营净利润（净亏损以“－”号填列）|||1,364,625,960.56
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||-46,833,706.10|1,225,185,351.41
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||-46,833,706.10|1,225,185,351.41
（一）归属于母公司所有者的综合收益总额||-46,833,706.10|1,225,185,351.41
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||-0.05|1.41
（二）稀释每股收益(元/股)||-0.05|1.41
