page|84
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||538,225,616.02|524,015,297.41
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
page|85
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||25,531,133.12|-
收到其他与经营活动有关的现金|七、78|42,688,843.66|33,467,618.30
经营活动现金流入小计||606,445,592.80|557,482,915.71
购买商品、接受劳务支付的现金||201,008,869.85|201,987,167.34
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||121,360,055.14|109,798,914.23
支付的各项税费||24,921,229.86|40,209,406.80
支付其他与经营活动有关的现金|七、78|58,022,826.34|49,493,635.27
经营活动现金流出小计||405,312,981.19|401,489,123.64
经营活动产生的现金流量净额||201,132,611.61|155,993,792.07
二、投资活动产生的现金流量：|||
收回投资收到的现金||1,140,000,000.00|-
取得投资收益收到的现金||20,320,957.75|-
处置固定资产、无形资产和其他长期资产收回的现金净额||154,584.50|120,000.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78||
投资活动现金流入小计||1,160,475,542.25|120,000.00
购建固定资产、无形资产和其他长期资产支付的现金||187,356,273.46|31,052,204.04
投资支付的现金||1,095,000,000.00|490,000,000.00
质押贷款净增加额|||
page|86
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78||
投资活动现金流出小计||1,282,356,273.46|521,052,204.04
投资活动产生的现金流量净额||-121,880,731.21|-520,932,204.04
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||-|607,904,431.89
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||167,935,000.00|160,000,000.00
收到其他与筹资活动有关的现金|七、78|86,378,859.04|27,455,154.88
筹资活动现金流入小计||254,313,859.04|795,359,586.77
偿还债务支付的现金||120,000,000.00|180,000,000.00
分配股利、利润或偿付利息支付的现金||19,273,158.87|44,087,454.16
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78|122,611,547.51|59,227,229.78
筹资活动现金流出小计||261,884,706.38|283,314,683.94
筹资活动产生的现金流量净额||-7,570,847.34|512,044,902.83
四、汇率变动对现金及现金等价物的影响||-5,674,957.47|-6,656,992.69
五、现金及现金等价物净增加额||66,006,075.59|140,449,498.17
加：期初现金及现金等价物余额||538,870,580.52|398,421,082.35
六、期末现金及现金等价物余额||604,876,656.11|538,870,580.52
