page|59
项目|附注|2019 年度|2018 年度
一、营业总收入||11,191,965,772.14|13,008,429,316.13
其中：营业收入||11,191,965,772.14|13,008,429,316.13
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||11,138,384,233.28|13,975,424,576.41
其中：营业成本||10,729,850,070.20|13,338,167,022.33
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||-2,046,780.45|43,416,020.99
销售费用||52,881,401.26|85,576,653.25
管理费用||159,371,606.99|310,890,715.78
研发费用||48,967,693.57|24,711,791.14
财务费用||149,360,241.71|172,662,372.92
其中：利息费用||138,370,472.38|142,751,051.74
利息收入||1,616,000.79|1,780,068.53
加：其他收益||52,634,932.62|603,206,036.28
投资收益（损失以“－”号填列）||84,124,015.24|104,707,171.77
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||349,758.08|-6,721,080.88
信用减值损失（损失以“-”号||10,754,887.68|
page|60
填列）|||
资产减值损失（损失以“-”号填列）||-71,683,972.92|-1,399,340,653.17
资产处置收益（损失以“－”号填列）||-4,556.00|332,923.87
三、营业利润（亏损以“－”号填列）||129,756,603.56|-1,664,810,862.41
加：营业外收入||1,138,112.62|42,802,983.07
减：营业外支出||1,293,970.48|891.85
四、利润总额（亏损总额以“－”号填列）||129,600,745.70|-1,622,008,771.19
减：所得税费用||35,038,049.27|9,809,923.14
五、净利润（净亏损以“－”号填列）||94,562,696.43|-1,631,818,694.33
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||94,562,696.43|-1,631,818,694.33
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||77,439,844.92|-1,631,818,694.33
2.少数股东损益（净亏损以“-”号填列）||17,122,851.51|
六、其他综合收益的税后净额||100,398.62|13,111,144.26
（一）归属母公司所有者的其他综合收益的税后净额||100,398.62|13,111,144.26
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||100,398.62|13,111,144.26
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）||-417,886.44|12,053,378.60
page|61
（8）外币财务报表折算差额||518,285.06|1,057,765.66
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||94,663,095.05|-1,618,707,550.07
（一）归属于母公司所有者的综合收益总额||77,540,243.54|-1,618,707,550.07
（二）归属于少数股东的综合收益总额||17,122,851.51|
八、每股收益：|||
（一）基本每股收益(元/股)||0.01|-3.09
（二）稀释每股收益(元/股)||0.01|-3.09
