page|72
项目|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：||
货币资金|885,603,752.67|961,672,422.77
结算备付金||
拆出资金||
page|73
交易性金融资产||
衍生金融资产||
应收票据||
应收账款|436,577,362.16|369,345,002.79
应收款项融资|72,193,273.56|74,275,715.59
预付款项|138,181,382.65|141,091,751.26
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|105,126,886.16|50,785,551.20
其中：应收利息||123,287.68
应收股利||
买入返售金融资产||
存货|730,862,793.48|534,312,632.33
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|2,461,969.38|34,677,914.68
流动资产合计|2,371,007,420.06|2,166,160,990.62
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款|42,700,000.00|42,700,000.00
长期股权投资||
其他权益工具投资|343,315,341.65|340,507,657.97
其他非流动金融资产||
投资性房地产||
固定资产|4,534,892,318.40|4,784,566,550.95
在建工程|1,001,973,801.88|733,858,103.37
生产性生物资产||
油气资产||
使用权资产||
无形资产|232,851,534.27|244,450,712.51
page|74
开发支出||
商誉||
长期待摊费用|430,985.56|603,223.55
递延所得税资产|70,010,096.34|18,849,849.59
其他非流动资产|91,101,610.26|146,737,168.01
非流动资产合计|6,317,275,688.36|6,312,273,265.95
资产总计|8,688,283,108.42|8,478,434,256.57
流动负债：||
短期借款|2,181,428,505.97|2,065,150,000.00
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|1,069,679,690.00|1,128,625,000.00
应付账款|830,286,947.33|770,823,833.72
预收款项||73,418,723.37
合同负债|103,323,526.58|
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|165,453,093.40|102,012,984.80
应交税费|30,009,845.97|14,594,565.22
其他应付款|19,929,649.38|25,858,298.84
其中：应付利息||
应付股利|2,549,144.91|2,549,144.91
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|390,198,490.00|169,911,062.60
其他流动负债|191,370,773.63|337,500,000.00
流动负债合计|4,981,680,522.26|4,687,894,468.55
非流动负债：||
保险合同准备金||
page|75
长期借款|482,500,000.00|524,903,000.00
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款|81,488,721.42|213,923,763.97
长期应付职工薪酬||
预计负债||
递延收益|30,456,232.26|32,484,833.32
递延所得税负债||
其他非流动负债||
非流动负债合计|594,444,953.68|771,311,597.29
负债合计|5,576,125,475.94|5,459,206,065.84
所有者权益：||
股本|2,168,311,443.00|1,970,706,656.00
其他权益工具||
其中：优先股||
永续债||
资本公积|1,516,824,547.71|1,389,575,854.59
减：库存股||
其他综合收益||
专项储备||
盈余公积|190,502,144.50|190,502,144.50
一般风险准备||
未分配利润|-773,895,127.40|-540,606,693.27
归属于母公司所有者权益合计|3,101,743,007.81|3,010,177,961.82
少数股东权益|10,414,624.67|9,050,228.91
所有者权益合计|3,112,157,632.48|3,019,228,190.73
负债和所有者权益总计|8,688,283,108.42|8,478,434,256.57
