page|96
项目|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：||
货币资金|553,485,625.17|628,117,463.00
结算备付金||
拆出资金||
交易性金融资产|316,717,626.85|151,467.56
衍生金融资产||
应收票据|14,984,210.50|3,687,133.25
应收账款|387,553,765.72|542,807,898.50
应收款项融资|105,440,846.07|260,417,059.11
预付款项|59,271,234.05|81,509,901.40
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|6,317,326.36|6,712,776.80
其中：应收利息||
应收股利||
买入返售金融资产||
存货|808,469,405.34|752,866,786.17
合同资产|10,055,960.28|
持有待售资产||
一年内到期的非流动资产||
其他流动资产|49,712,174.99|40,194,911.79
流动资产合计|2,312,008,175.33|2,316,465,397.58
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
page|97
长期应收款||
长期股权投资|63,993,190.77|75,489,512.32
其他权益工具投资|14,797,825.04|23,015,670.04
其他非流动金融资产||
投资性房地产||
固定资产|855,386,682.51|850,493,672.36
在建工程|10,905,824.96|14,327,840.38
生产性生物资产||
油气资产||
使用权资产|205,274.01|
无形资产|179,769,852.97|183,582,377.22
开发支出||
商誉|15,951,782.15|15,951,782.15
长期待摊费用|16,997,145.12|12,859,727.45
递延所得税资产|38,949,969.53|36,608,416.73
其他非流动资产|28,616,275.01|11,083,646.13
非流动资产合计|1,225,573,822.07|1,223,412,644.78
资产总计|3,537,581,997.40|3,539,878,042.36
流动负债：||
短期借款|466,046,271.53|703,350,950.52
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|174,035,129.78|237,096,841.69
应付账款|473,711,499.95|569,835,790.70
预收款项|16,789,215.84|5,729,645.58
合同负债|215,590,460.46|287,523,701.32
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|36,694,311.62|38,307,321.07
应交税费|20,780,213.15|7,545,436.78
page|98
其他应付款|22,827,966.44|23,653,982.21
其中：应付利息||
应付股利|1,428,960.00|
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|107,116,171.90|34,179,961.39
其他流动负债|22,344,538.62|17,142,739.28
流动负债合计|1,555,935,779.29|1,924,366,370.54
非流动负债：||
保险合同准备金||
长期借款|7,021,701.95|137,842,921.87
应付债券||
其中：优先股||
永续债||
租赁负债|0.00|
长期应付款||7,768,729.00
长期应付职工薪酬||
预计负债||
递延收益|5,634,139.64|10,133,590.64
递延所得税负债|4,309,973.78|990,701.33
其他非流动负债||
非流动负债合计|16,965,815.37|156,735,942.84
负债合计|1,572,901,594.66|2,081,102,313.38
所有者权益：||
股本|575,406,349.00|471,416,592.00
其他权益工具||
其中：优先股||
永续债||
资本公积|1,210,938,482.54|839,763,132.64
减：库存股||
其他综合收益|-60,269,995.89|-51,394,737.88
专项储备|24,131,842.81|22,876,539.20
盈余公积|68,069,032.27|68,069,032.27
page|99
一般风险准备||
未分配利润|146,046,500.94|112,473,409.32
归属于母公司所有者权益合计|1,964,322,211.67|1,463,203,967.55
少数股东权益|358,191.07|-4,428,238.57
所有者权益合计|1,964,680,402.74|1,458,775,728.98
负债和所有者权益总计|3,537,581,997.40|3,539,878,042.36
