page|93
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||263,247,281.92|273,948,333.85
收到的税费返还||139,589.69|141,622.32
收到其他与经营活动有关的现金|七、76（1）|14,342,120.89|1,019,764.20
经营活动现金流入小计||277,728,992.50|275,109,720.37
购买商品、接受劳务支付的现金||105,215,956.31|141,069,529.21
支付给职工及为职工支付的现金||32,178,189.03|28,350,481.89
支付的各项税费||29,319,284.56|26,387,495.05
支付其他与经营活动有关的现金|七、76（2）|30,439,329.18|23,616,933.67
经营活动现金流出小计||197,152,759.08|219,424,439.82
经营活动产生的现金流量净额||80,576,233.42|55,685,280.55
二、投资活动产生的现金流量：|||
收回投资收到的现金||93,000,000.00|
取得投资收益收到的现金||698,398.64|
处置固定资产、无形资产和其他长期资产收回的现金净额||33,253.29|74,900.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||93,731,651.93|74,900.00
购建固定资产、无形资产和其他长期资产支付的现金||60,343,555.87|25,283,591.84
投资支付的现金||253,000,000.00|
page|94
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||313,343,555.87|25,283,591.84
投资活动产生的现金流量净额||-219,611,903.94|-25,208,691.84
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||531,968,258.42|81,000,000.00
取得借款收到的现金|||10,000,000.00
收到其他与筹资活动有关的现金|七、76（5）|26,857,641.31|
筹资活动现金流入小计||558,825,899.73|91,000,000.00
偿还债务支付的现金||3,000,000.00|39,000,000.00
分配股利、利润或偿付利息支付的现金||16,996,580.55|14,629,071.67
支付其他与筹资活动有关的现金|七、76（6）|48,276,555.32|10,290,404.34
筹资活动现金流出小计||68,273,135.87|63,919,476.01
筹资活动产生的现金流量净额||490,552,763.86|27,080,523.99
四、汇率变动对现金及现金等价物的影响||223,927.12|131,752.92
五、现金及现金等价物净增加额||351,741,020.46|57,688,865.62
加：期初现金及现金等价物余额||77,803,918.34|20,115,052.72
六、期末现金及现金等价物余额||429,544,938.80|77,803,918.34
