page|86
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||4,137,415,551.28|2,944,258,165.05
收到的税费返还||98,404,186.43|75,341,101.37
收到其他与经营活动有关的现金|七、76|78,699,596.81|137,802,539.60
page|87
经营活动现金流入小计||4,314,519,334.52|3,157,401,806.02
购买商品、接受劳务支付的现金||1,748,941,671.95|1,392,954,436.23
支付给职工及为职工支付的现金||489,723,160.19|378,528,704.28
支付的各项税费||285,871,722.32|268,890,964.94
支付其他与经营活动有关的现金|七、76|144,327,259.26|116,747,095.68
经营活动现金流出小计||2,668,863,813.72|2,157,121,201.13
经营活动产生的现金流量净额||1,645,655,520.80|1,000,280,604.89
二、投资活动产生的现金流量：|||
收回投资收到的现金||87,224,175.00|32,000,000.00
取得投资收益收到的现金||7,889,695.21|8,782,065.75
处置固定资产、无形资产和其他长期资产收回的现金净额||733,762.40|4,473,414.36
处置子公司及其他营业单位收到的现金净额||163,306,716.27|
收到其他与投资活动有关的现金|七、76|117,998,028.89|32,464,523.38
投资活动现金流入小计||377,152,377.77|77,720,003.49
购建固定资产、无形资产和其他长期资产支付的现金||3,977,039,680.72|2,903,401,834.71
投资支付的现金||109,475,975.00|44,000,000.00
取得子公司及其他营业单位支付的现金净额||43,603,832.99|29,844,420.77
支付其他与投资活动有关的现金|七、76|13,989,632.41|3,171,755.36
投资活动现金流出小计||4,144,109,121.12|2,980,418,010.84
投资活动产生的现金流量净额||-3,766,956,743.35|-2,902,698,007.35
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||324,841,772.00|473,575,550.70
其中：子公司吸收少数股东投资收到的现金||324,841,772.00|473,575,550.70
发行债券收到的现金||3,155,000,000.00|
取得借款收到的现金||2,562,163,908.03|2,466,716,058.08
收到其他与筹资活动有关的现金|七、76|81,000,000.00|
筹资活动现金流入小计||6,123,005,680.03|2,940,291,608.78
偿还债务支付的现金||3,138,918,777.22|551,221,602.94
分配股利、利润或偿付利息支付的现金||316,387,371.70|367,096,923.29
其中：子公司支付给少数股东的股利、利润||64,082,603.02|169,606,451.00
支付其他与筹资活动有关的现金|七、76|3,691,296.57|
筹资活动现金流出小计||3,458,997,445.49|918,318,526.23
筹资活动产生的现金流量净额||2,664,008,234.54|2,021,973,082.55
四、汇率变动对现金及现金等价物的影响||18,077.01|52,588.06
五、现金及现金等价物净增加额||542,725,089.00|119,608,268.15
加：期初现金及现金等价物余额||769,652,596.05|650,044,327.90
六、期末现金及现金等价物余额||1,312,377,685.05|769,652,596.05
