page|75
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||808,594,311.54|1,375,203,285.71
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净|||
page|76
增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金|七、80（1）|2,508,233,945.53|1,003,180,475.03
经营活动现金流入小计||3,316,828,257.07|2,378,383,760.74
购买商品、接受劳务支付的现金||504,366,972.57|719,269,243.91
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||228,874,721.88|151,377,281.31
支付的各项税费||104,454,069.64|177,416,575.85
支付其他与经营活动有关的现金|七、80（2）|1,558,933,819.76|607,863,547.38
经营活动现金流出小计||2,396,629,583.85|1,655,926,648.45
经 营 活动 产生 的 现金 流量净额||920,198,673.22|722,457,112.29
二、投资活动产生的现金流量：|||
收回投资收到的现金||61,430,235.94|
取得投资收益收到的现金||53,729,513.61|24,158,646.12
处置固定资产、无形资产和其他长期资产收回的现金净额||295,436.98|3,096,264.08
处置子公司及其他营业单位收到的现金净额||42,003,707.00|251,907,398.02
收到其他与投资活动有关的现金|||
投资活动现金流入小计||157,458,893.53|279,162,308.22
购建固定资产、无形资产和其他长期资产支付的现金||344,094,773.04|229,119,156.70
投资支付的现金||184,543,228.00|82,670,826.88
质押贷款净增加额|||
取得子公司及其他营业单位||128,127,795.15|
page|77
支付的现金净额|||
支付其他与投资活动有关的现金|七、80（4）|2,000.54|
投资活动现金流出小计||656,767,796.73|311,789,983.58
投 资 活动 产生 的 现金 流量净额||-499,308,903.20|-32,627,675.36
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||13,120,359.92|
其中：子公司吸收少数股东投资收到的现金||13,120,359.92|
取得借款收到的现金||205,215,000.00|
收到其他与筹资活动有关的现金|七、80（5）|823,378,513.95|750,897,423.16
筹资活动现金流入小计||1,041,713,873.87|750,897,423.16
偿还债务支付的现金||453,354,941.82|797,860,400.08
分配股利、利润或偿付利息支付的现金||84,458,316.90|165,258,125.05
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、80（6）|866,612,512.83|725,351,096.00
筹资活动现金流出小计||1,404,425,771.55|1,688,469,621.13
筹 资 活动 产生 的 现金 流量净额||-362,711,897.68|-937,572,197.97
四、汇率变动对现金及现金等价物的影响||-1,386,291.89|2,561,336.65
五、现金及现金等价物净增加额||56,791,580.45|-245,181,424.39
加：期初现金及现金等价物余额||235,893,296.89|481,074,721.28
六、期末现金及现金等价物余额||292,684,877.34|235,893,296.89
