page|128
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||680,773,545.55|423,805,427.95
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||24,587,256.76|14,822,041.98
收到其他与经营活动有关的现金||17,697,452.97|27,108,101.82
经营活动现金流入小计||723,058,255.28|465,735,571.75
购买商品、接受劳务支付的现金||381,462,854.22|283,293,980.36
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||120,357,136.93|78,540,400.00
支付的各项税费||47,338,173.71|23,512,635.58
支付其他与经营活动有关的现金||51,672,301.22|30,196,927.91
经营活动现金流出小计||600,830,466.07|415,543,943.85
经营活动产生的现金流量净额||122,227,789.21|50,191,627.90
page|129
二、投资活动产生的现金流量：|||
收回投资收到的现金|||3,000,000.00
取得投资收益收到的现金||1,252,604.35|838,242.47
处置固定资产、无形资产和其他长期资产收回的现金净额|||
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||230,000,000.00|109,000,000.00
投资活动现金流入小计||231,252,604.35|112,838,242.47
购建固定资产、无形资产和其他长期资产支付的现金||131,210,102.88|87,250,241.57
投资支付的现金||27,397,142.75|49,999,992.48
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||248,709,779.17|109,000,000.00
投资活动现金流出小计||407,317,024.80|246,250,234.05
投资活动产生的现金流量净额||-176,064,420.45|-133,411,991.58
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||519,694,903.78
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||152,100,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计|||671,794,903.78
偿还债务支付的现金||101,473,250.00|70,626,750.00
分配股利、利润或偿付利息支付的现金||32,320,499.69|5,185,161.61
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||6,771,140.99|29,251,322.28
筹资活动现金流出小计||140,564,890.68|105,063,233.89
筹资活动产生的现金流量净额||-140,564,890.68|566,731,669.89
四、汇率变动对现金及现金等价物的影响||13,977.31|586,015.36
五、现金及现金等价物净增加额||-194,387,544.61|484,097,321.57
加：期初现金及现金等价物余额||557,479,823.82|73,382,502.25
六、期末现金及现金等价物余额||363,092,279.21|557,479,823.82
