page|80
项目|附注|2021 年度|2020 年度
一、营业总收入||10,890,606,596.99|9,749,545,747.64
其中：营业收入||七、41  10,890,606,596.99|9,749,545,747.64
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||9,374,266,294.13|8,414,717,916.38
其中：营业成本|七、41|6,832,446,306.22|6,244,660,357.60
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
page|81
项目|附注|2021 年度|2020 年度
税金及附加|七、42|61,489,211.09|54,372,100.28
销售费用|七、43|1,150,383,106.71|1,020,909,358.36
管理费用|七、44|1,360,794,558.48|1,145,288,544.24
研发费用|七、45|15,098,449.41|
财务费用|七、46|-45,945,337.78|-50,512,444.10
其中：利息费用||8,410,052.36|3,839,671.75
利息收入||89,327,090.64|82,022,360.00
加：其他收益|七、47|76,033,708.37|78,274,169.56
投资收益（损失以“－”号填列）|七、48|21,122,248.15|44,649,134.11
其中：对联营企业和合营企业的投资收益||5,467.31|
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、49|60,914,525.74|36,214,629.13
|信用减值损失（损失以“-”号填列）  七、50|-77,027,565.36|-78,949,794.86
|资产减值损失（损失以“-”号填列）  七、51|-72,791,004.89|-85,985,519.78
|资产处置收益（损失以“－”号填列）  七、52|-346,913.28|11,030,499.13
三、营业利润（亏损以“－”号填列）||1,524,245,301.59|1,340,060,948.55
加：营业外收入|七、53|21,865,725.00|70,569,171.00
减：营业外支出|七、54|12,889,269.35|9,716,681.19
四、利润总额（亏损总额以“－”号填列）||1,533,221,757.24|1,400,913,438.36
减：所得税费用|七、55|8,276,149.24|4,683,769.36
五、净利润（净亏损以“－”号填列）||1,524,945,608.00|1,396,229,669.00
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||1,524,945,608.00|1,396,229,669.00
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||1,532,770,083.97|1,401,598,237.57
2.少数股东损益（净亏损以“-”号填列）||-7,824,475.97|-5,368,568.57
六、其他综合收益的税后净额||-8,348,762.11|19,906,882.09
（一）归属母公司所有者的其他综合收益的税后净额||-8,348,762.11|19,906,882.09
1．不能重分类进损益的其他综合收益||-8,348,762.11|19,906,882.09
（1）重新计量设定受益计划变动额||-28,411,000.00|5,928,000.00
（2）权益法下不能转损益的其他综合收益|||0.00
（3）其他权益工具投资公允价值变动||20,062,237.89|13,978,882.09
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
page|82
项目|附注|2021 年度|2020 年度
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||1,516,596,845.89|1,416,136,551.09
（一）归属于母公司所有者的综合收益总额||1,524,421,321.86|1,421,505,119.66
（二）归属于少数股东的综合收益总额||-7,824,475.97|-5,368,568.57
八、每股收益：|||
（一）基本每股收益(元/股)||0.73|0.67
（二）稀释每股收益(元/股)||0.73|0.67
