page|131
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|七、1|241,878,509.33|81,848,223.35
结算备付金|||
拆出资金|||
交易性金融资产|七、2|30,000,000.00|
衍生金融资产|七、3|10,507,942.25|2,417,600.00
应收票据|七、4|76,473,254.55|63,770,647.11
应收账款|七、5|679,498,013.28|621,020,768.97
应收款项融资|七、6|36,036,264.66|65,602,174.16
预付款项|七、7|12,111,044.16|7,730,228.50
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|8,579,229.88|7,613,585.45
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、9|131,968,691.94|102,824,596.39
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、13|8,665,878.84|9,106,454.25
流动资产合计||1,235,718,828.89|961,934,278.18
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|七、17|55,916.98|383,429.35
其他权益工具投资|七、18|700,000.00|300,000.00
其他非流动金融资产|||
投资性房地产|||
固定资产|七、21|138,219,329.70|138,965,540.78
在建工程|七、22|3,961,230.66|5,802,609.85
生产性生物资产|||
油气资产|||
使用权资产|七、25|2,871,755.65|
无形资产|七、26|51,597,430.64|47,609,804.28
开发支出|七、27|4,839,540.58|7,663,093.62
page|132
商誉|七、28|2,968,160.72|2,968,160.72
长期待摊费用|七、29|3,573,324.84|5,440,217.76
递延所得税资产|七、30|12,278,484.46|10,453,402.80
其他非流动资产|七、31|1,137,143.44|2,712,968.90
非流动资产合计||222,202,317.67|222,299,228.06
资产总计||1,457,921,146.56|1,184,233,506.24
流动负债：|||
短期借款|七、32|229,952,522.76|222,760,102.60
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|七、35|35,369,896.47|28,358,274.79
应付账款|七、36|149,128,644.30|189,002,516.85
预收款项|||
合同负债|七、38|20,512,395.41|14,026,176.26
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、39|14,203,198.32|12,181,904.37
应交税费|七、40|5,471,186.47|7,546,131.71
其他应付款|七、41|5,182,689.45|6,203,313.94
其中：应付利息|||272,598.81
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、43|14,725,407.44|13,929,615.48
其他流动负债|七、44|70,751,497.84|40,654,321.06
流动负债合计||545,297,438.46|534,662,357.06
非流动负债：|||
保险合同准备金|||
长期借款|七、45|16,000,000.00|
应付债券|||
其中：优先股|||
永续债|||
租赁负债|七、47|924,536.76|
长期应付款|七、48||9,089,845.94
长期应付职工薪酬|||
预计负债|||
递延收益|七、51|1,921,246.59|2,459,201.27
递延所得税负债|七、30|466,232.29|357,550.53
其他非流动负债|||
非流动负债合计||19,312,015.64|11,906,597.74
负债合计||564,609,454.10|546,568,954.80
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|156,000,000.00|117,000,000.00
page|133
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、55|416,405,169.57|249,532,753.67
减：库存股|||
其他综合收益|七、57|3,016,511.57|2,023,950.61
专项储备|||
盈余公积|七、59|23,854,942.86|18,854,776.48
一般风险准备|||
未分配利润|七、60|264,179,362.73|221,098,587.56
归属于母公司所有者权益（或股东权益）合计||863,455,986.73|608,510,068.32
少数股东权益||29,855,705.73|29,154,483.12
所有者权益（或股东权益）合计||893,311,692.46|637,664,551.44
负债和所有者权益（或股东权益）总计||1,457,921,146.56|1,184,233,506.24
