page|84
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||838,948,154.29|547,893,384.28
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||6,094,453.36|4,132,361.01
收到其他与经营活动有关的现金|七、78|20,140,178.88|17,447,329.85
经营活动现金流入小计||865,182,786.53|569,473,075.14
购买商品、接受劳务支付的现金||535,795,118.91|217,648,858.48
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||192,852,207.63|113,844,923.33
支付的各项税费||55,381,826.84|30,553,789.06
支付其他与经营活动有关的现金|七、78|93,771,228.52|61,444,103.91
经营活动现金流出小计||877,800,381.90|423,491,674.78
page|85
经营活动产生的现金流量净额||-12,617,595.37|145,981,400.36
二、投资活动产生的现金流量：|||
收回投资收到的现金||1,756,960,000.00|483,000,000.00
取得投资收益收到的现金||35,829,358.75|9,432,879.51
处置固定资产、无形资产和其他长期资产收回的现金净额|||
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78|33,170.83|807,500.00
投资活动现金流入小计||1,792,822,529.58|493,240,379.51
购建固定资产、无形资产和其他长期资产支付的现金||100,843,009.42|48,547,334.14
投资支付的现金||1,872,990,000.00|1,000,410,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||1,973,833,009.42|1,048,957,334.14
投资活动产生的现金流量净额||-181,010,479.84|-555,716,954.63
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||644,799,983.90
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计|||644,799,983.90
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金||23,172,203.28|21,828,240.00
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78||9,354,003.36
筹资活动现金流出小计||23,172,203.28|31,182,243.36
筹资活动产生的现金流量净额||-23,172,203.28|613,617,740.54
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||-216,800,278.49|203,882,186.27
加：期初现金及现金等价物余额||300,736,775.18|96,854,588.91
六、期末现金及现金等价物余额||83,936,496.69|300,736,775.18
