page|73
项目|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：||
货币资金|1,249,904,079.06|645,569,655.22
结算备付金||
拆出资金||
交易性金融资产||
以公允价值计量且其变动计入当期损益的金融资产||
衍生金融资产||
应收票据|300,145,806.50|344,180,649.16
应收账款|1,361,026,671.81|1,952,689,970.03
应收款项融资|25,950,000.00|
预付款项|483,416,908.81|328,272,216.88
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|1,007,981,537.29|1,146,186,595.51
其中：应收利息||189,571.39
应收股利||
买入返售金融资产||
存货|230,987,611.51|350,513,731.56
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|552,677,602.43|654,642,868.39
流动资产合计|5,212,090,217.41|5,422,055,686.75
非流动资产：||
发放贷款和垫款||
债权投资||
可供出售金融资产||11,967,000.00
其他债权投资||
持有至到期投资||
长期应收款|626,946,406.52|513,319,616.54
长期股权投资|53,268,338.02|47,542,578.15
其他权益工具投资|5,662,000.00|
page|74
其他非流动金融资产||
投资性房地产|87,341,110.58|90,222,698.33
固定资产|1,762,526,349.31|1,656,814,465.39
在建工程|236,565,370.11|144,071,146.21
生产性生物资产||
油气资产||
使用权资产||
无形资产|823,650,017.55|806,534,961.71
开发支出|9,995,399.01|5,330,061.57
商誉|1,036,417,644.95|1,049,874,204.74
长期待摊费用|27,678,172.84|34,357,907.86
递延所得税资产|65,354,180.53|86,420,145.14
其他非流动资产|10,631,967.18|12,052,333.99
非流动资产合计|4,746,036,956.60|4,458,507,119.63
资产总计|9,958,127,174.01|9,880,562,806.38
流动负债：||
短期借款|2,196,331,019.51|1,944,717,110.21
向中央银行借款||
拆入资金||
交易性金融负债||
以公允价值计量且其变动计入当期损益的金融负债||
衍生金融负债|9,997,400.00|
应付票据|851,554,128.98|723,587,948.36
应付账款|431,367,673.51|1,027,201,584.30
预收款项|94,421,996.06|101,439,010.12
合同负债||
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|32,775,334.95|37,169,423.06
应交税费|62,518,997.01|80,218,092.04
其他应付款|492,839,551.28|598,771,558.17
其中：应付利息||2,586,418.97
应付股利|4,381,600.00|11,366,199.27
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|498,470,037.57|113,200,000.00
其他流动负债|236,072,833.11|25,859,876.14
流动负债合计|4,906,348,971.98|4,652,164,602.40
非流动负债：||
page|75
保险合同准备金||
长期借款|1,109,501,534.40|1,260,303,266.00
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款|179,324,523.28|258,100,489.26
长期应付职工薪酬||
预计负债|39,217,319.66|22,560,781.80
递延收益|267,903,337.89|269,771,766.40
递延所得税负债|18,167,590.45|19,319,090.33
其他非流动负债||
非流动负债合计|1,614,114,305.68|1,830,055,393.79
负债合计|6,520,463,277.66|6,482,219,996.19
所有者权益：||
股本|562,368,594.00|562,368,594.00
其他权益工具||
其中：优先股||
永续债||
资本公积|1,374,429,067.55|1,393,183,198.92
减：库存股||
其他综合收益|-9,997,400.00|
专项储备|6,897,148.60|10,519,314.14
盈余公积|76,760,607.13|72,454,455.58
一般风险准备||
未分配利润|892,449,468.24|809,187,027.33
归属于母公司所有者权益合计|2,902,907,485.52|2,847,712,589.97
少数股东权益|534,756,410.83|550,630,220.22
所有者权益合计|3,437,663,896.35|3,398,342,810.19
负债和所有者权益总计|9,958,127,174.01|9,880,562,806.38
