page|65
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||111,616,838.27|481,068,430.02
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金||22,493,999.78|141,462,588.41
经营活动现金流入小计||134,110,838.05|622,531,018.43
购买商品、接受劳务支付的现金||113,226,919.68|715,016,312.70
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||25,545,480.21|33,012,019.25
支付的各项税费||8,047,912.30|18,277,443.49
支付其他与经营活动有关的现金||35,090,479.84|36,531,583.49
经营活动现金流出小计||181,910,792.03|802,837,358.93
经营活动产生的现金流量净额||-47,799,953.98|-180,306,340.50
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||16,935,404.76|16,935,404.76
处置固定资产、无形资产和其他长期资产收回的现金净额||216,714.49|10,000.00
处置子公司及其他营业单位收到的现金净额||207,647,527.33|300,000,000.00
收到其他与投资活动有关的现金|||
投资活动现金流入小计||224,799,646.58|316,945,404.76
购建固定资产、无形资产和其他长期资产支付的现金||499,286,521.18|73,503,953.50
投资支付的现金|||38,430,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||499,286,521.18|111,933,953.50
投资活动产生的现金流量净额||-274,486,874.60|205,011,451.26
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
page|66
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||549,100,000.00|387,000,000.00
收到其他与筹资活动有关的现金||700,000,000.00|141,750,000.00
筹资活动现金流入小计||1,249,100,000.00|528,750,000.00
偿还债务支付的现金||662,000,000.00|368,400,000.00
分配股利、利润或偿付利息支付的现金||44,790,323.74|20,626,925.13
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||111,527,360.04|186,970,200.00
筹资活动现金流出小计||818,317,683.78|575,997,125.13
筹资活动产生的现金流量净额||430,782,316.22|-47,247,125.13
四、汇率变动对现金及现金等价物的影响||98,239.73|-107,302.64
五、现金及现金等价物净增加额||108,593,727.37|-22,649,317.01
加：期初现金及现金等价物余额||22,126,014.55|44,775,331.56
六、期末现金及现金等价物余额||130,719,741.92|22,126,014.55
