page|89
项目|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：||
货币资金|1,776,856,909.85|2,152,508,643.76
结算备付金||
拆出资金||
交易性金融资产|1,321,234,029.61|2,042,903,416.32
衍生金融资产||
应收票据||
应收账款|1,164,657,998.35|1,287,915,082.56
应收款项融资||
预付款项|999,890,031.00|661,089,054.70
应收保费||
page|90
应收分保账款||
应收分保合同准备金||
其他应收款|85,138,773.10|84,842,613.18
其中：应收利息||
应收股利|10,100,000.00|10,400,000.00
买入返售金融资产||
存货||
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|452,435,284.38|125,885,754.42
流动资产合计|5,800,213,026.29|6,355,144,564.94
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款||
长期股权投资|360,566,552.56|468,792,240.20
其他权益工具投资|294,824,927.02|119,521,347.60
其他非流动金融资产|372,195,483.93|389,489,978.68
投资性房地产||
固定资产|922,736,638.76|47,102,974.14
在建工程|4,180,019.75|797,245,599.78
生产性生物资产||
油气资产||
使用权资产||
无形资产|1,108,434,647.51|16,997,408.09
开发支出||
商誉|1,589,065,048.53|1,614,909,880.35
长期待摊费用|71,442,122.88|38,593,956.25
递延所得税资产|9,967,411.35|26,566,306.68
其他非流动资产|30,705,621.27|270,895,599.02
非流动资产合计|4,764,118,473.56|3,790,115,290.79
资产总计|10,564,331,499.85|10,145,259,855.73
page|91
流动负债：||
短期借款|889,324,326.07|
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|393,351,017.72|300,000,000.00
应付账款|1,078,096,658.12|1,418,946,404.24
预收款项||196,924,263.69
合同负债|204,231,829.45|
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|410,000,161.52|278,936,676.53
应交税费|160,224,192.87|161,110,700.51
其他应付款|1,317,972,818.79|141,387,120.09
其中：应付利息||
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债||31,158,472.31
其他流动负债|45,287,027.61|71,925,723.44
流动负债合计|4,498,488,032.15|2,600,389,360.81
非流动负债：||
保险合同准备金||
长期借款||250,017,634.02
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款||
长期应付职工薪酬||
page|92
预计负债||
递延收益||721,630.66
递延所得税负债|391,763.97|422,626.71
其他非流动负债||
非流动负债合计|391,763.97|251,161,891.39
负债合计|4,498,879,796.12|2,851,551,252.20
所有者权益：||
股本|2,112,251,697.00|2,112,251,697.00
其他权益工具||
其中：优先股||
永续债||
资本公积|114,693,519.91|73,153,800.49
减：库存股||
其他综合收益|-149,074,272.37|-94,582,500.13
专项储备||
盈余公积||227,390,965.90
一般风险准备||
未分配利润|3,959,512,681.41|4,711,093,895.82
归属于母公司所有者权益合计|6,037,383,625.95|7,029,307,859.08
少数股东权益|28,068,077.78|264,400,744.45
所有者权益合计|6,065,451,703.73|7,293,708,603.53
负债和所有者权益总计|10,564,331,499.85|10,145,259,855.73
