page|77
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,902,313,558.39|1,892,095,252.72
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净|||
page|78
增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||4,375.46|24,527,280.01
收到其他与经营活动有关的现金|七．78.（1）|54,697,979.06|64,256,064.51
经营活动现金流入小计||1,957,015,912.91|1,980,878,597.24
购买商品、接受劳务支付的现金||509,924,275.14|530,482,376.58
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||222,879,025.82|231,929,528.56
支付的各项税费||71,524,993.39|87,525,031.42
支付其他与经营活动有关的现金|七．78.（2）|28,569,983.83|46,514,584.88
经营活动现金流出小计||832,898,278.18|896,451,521.44
经营活动产生的现金流量净额||1,124,117,634.73|1,084,427,075.80
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金|||
处置固定资产、无形资产和其他长期资产收回的现金净额||438,563.19|668,376.69
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七．78.（3）||3,000,000.00
投资活动现金流入小计||438,563.19|3,668,376.69
购建固定资产、无形资产和其他长期资产支付的现金||2,005,214,300.94|1,760,190,855.22
投资支付的现金||38,200,000.00|76,400,000.00
质押贷款净增加额|||
取得子公司及其他营业单位|||
page|79
支付的现金净额|||
支付其他与投资活动有关的现金|七．78.（4）|100,000.00|4,000,000.00
投资活动现金流出小计||2,043,514,300.94|1,840,590,855.22
投资活动产生的现金流量净额||-2,043,075,737.75|-1,836,922,478.53
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||5,174,031,680.77|4,298,047,473.90
收到其他与筹资活动有关的现金|七．78.（5）|28,678,479.27|20,000,000.00
筹资活动现金流入小计||5,202,710,160.04|4,318,047,473.90
偿还债务支付的现金||3,836,858,740.97|2,876,774,311.89
分配股利、利润或偿付利息支付的现金||360,602,969.15|366,589,863.39
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七．78.（6）|460,000.00|31,027,476.44
筹资活动现金流出小计||4,197,921,710.12|3,274,391,651.72
筹资活动产生的现金流量净额||1,004,788,449.92|1,043,655,822.18
四、汇率变动对现金及现金等价物的影响||35,091.58|8,781.62
五、现金及现金等价物净增加额||85,865,438.48|291,169,201.07
加：期初现金及现金等价物余额||1,408,123,098.68|1,116,953,897.61
六、期末现金及现金等价物余额||1,493,988,537.16|1,408,123,098.68
