page|64
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||8,571,513,734.06|7,275,219,694.48
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||1,137,476.17
收到其他与经营活动有关的现金|六（七十六）|98,071,406.59|38,957,268.94
经营活动现金流入小计||8,669,585,140.65|7,315,314,439.59
购买商品、接受劳务支付的现金||6,252,059,485.85|5,523,949,923.42
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||825,456,838.73|684,288,531.14
支付的各项税费||304,987,215.81|270,470,932.84
支付其他与经营活动有关的现金|六（七十六）|476,350,899.88|353,976,194.06
经营活动现金流出小计||7,858,854,440.27|6,832,685,581.46
经营活动产生的现金流量净额|六（七十七）|810,730,700.38|482,628,858.13
二、投资活动产生的现金流量：|||
收回投资收到的现金||205,320,000.00|705,266,744.62
取得投资收益收到的现金||11,590,639.44|29,015,167.37
处置固定资产、无形资产和其他长期资产收回的现金净额||27,200,701.39|8,573,620.75
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||244,111,340.83|742,855,532.74
购建固定资产、无形资产和其他长期资产支付的现金||382,517,400.94|574,477,762.89
投资支付的现金||155,320,000.00|762,500,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||537,837,400.94|1,336,977,762.89
page|65
投资活动产生的现金流量净额||-293,726,060.11|-594,122,230.15
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||611,981,200.00
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||550,000,000.00|780,780,000.00
收到其他与筹资活动有关的现金|六（七十六）|93,672,655.88|
筹资活动现金流入小计||643,672,655.88|1,392,761,200.00
偿还债务支付的现金||728,949,101.94|1,056,606,964.72
分配股利、利润或偿付利息支付的现金||283,193,374.88|86,092,762.24
其中：子公司支付给少数股东的股利、利润||19,600,000.00|14,325,494.12
支付其他与筹资活动有关的现金|六（七十六）|86,694,084.54|
筹资活动现金流出小计||1,098,836,561.36|1,142,699,726.96
筹资活动产生的现金流量净额||-455,163,905.48|250,061,473.04
四、汇率变动对现金及现金等价物的影响||10,311,242.44|-12,736,655.91
五、现金及现金等价物净增加额|六（七十七）|72,151,977.23|125,831,445.11
加：期初现金及现金等价物余额|六（七十七）|584,970,436.82|459,138,991.71
六、期末现金及现金等价物余额|六（七十七）|657,122,414.05|584,970,436.82
