page|188
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
page|189
货币资金|七(一)|1,095,720,652.51|151,808,326.19
结算备付金|||-     -
拆出资金|||-     -
交易性金融资产|||
衍生金融资产|||
应收票据|七(四)|93,056,553.74|114,724,939.05
应收账款|七(五)|458,062,200.75|258,584,397.49
应收款项融资|七(六)|4,474,457.73|2,615,971.22
预付款项|七(七)|3,239,539.96|4,208,545.72
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七(八)|2,453,553.32|1,531,064.79
其中：应收利息|||-     -
应收股利|||-     -
买入返售金融资产|||
存货|七(九)|195,300,376.64|163,675,974.45
合同资产|||-     -
持有待售资产|||-     -
一年内到期的非流动资产|||-
其他流动资产|七(十三)||2,537,583.97
流动资产合计||1,852,307,334.65|699,686,802.88
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|七(二十)|6,975,746.49|6,601,595.05
固定资产|七(二十一)|132,155,350.26|145,926,079.75
在建工程|七(二十二)|2,596,563.79|99,056.60
生产性生物资产|||
油气资产|||
使用权资产|七(二十五)|1,041,319.59|
无形资产|七(二十六)|6,779,582.08|6,979,471.48
开发支出|||
商誉|||
长期待摊费用|七(二十九)|5,444,387.27|1,858,043.09
递延所得税资产|七(三十)|10,415,458.25|9,482,100.58
page|190
其他非流动资产|七(三十一)|567,600.00|750,000.00
非流动资产合计||165,976,007.73|171,696,346.55
资产总计||2,018,283,342.38|871,383,149.43
流动负债：|||
短期借款|七(三十二)|30,043,083.33|30,000,000.00
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|七(三十五)|17,787,835.69|10,429,691.44
应付账款|七(三十六)|169,690,863.63|97,524,829.22
预收款项|||
合同负债|七(三十八)|23,970,723.61|32,135,615.72
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七(三十九)|22,497,019.40|20,344,970.80
应交税费|七(四十)|18,804,941.49|19,854,811.71
其他应付款|七(四十一)|2,949,862.87|2,679,395.01
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七(四十三)|520,632.70|
其他流动负债|||
流动负债合计||286,264,962.72|212,969,313.90
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|七(四十七)|544,819.38|
长期应付款|七(四十八)|106,210,000.00|106,210,000.00
长期应付职工薪酬|||
预计负债|||
递延收益|||
递延所得税负债|||
其他非流动负债|||
page|191
非流动负债合计||106,754,819.38|106,210,000.00
负债合计||393,019,782.10|319,179,313.90
所有者权益（或股东权益）：|||
实收资本（或股本）|七(五十三)|77,416,728.00|58,061,796.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七(五十五)|1,223,484,776.33|336,689,349.75
减：库存股|||
其他综合收益|||
专项储备|七(五十八)|5,926,568.36|3,876,612.60
盈余公积|七(五十九)|42,500,822.78|32,823,356.78
一般风险准备|||
未分配利润|七(六十)|275,934,664.81|120,752,720.40
归属于母公司所有者权益（或股东权益）合计||1,625,263,560.28|552,203,835.53
少数股东权益|||
所有者权益（或股东权益）合计||1,625,263,560.28|552,203,835.53
负债和所有者权益（或股东权益）总计||2,018,283,342.38|871,383,149.43
