page|198
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||421,516,904.06|335,642,412.83
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||172,144.25|321,276.60
收到其他与经营活动有关的现金|七（七十八)1|18,375,309.25|4,975,805.04
经营活动现金流入小计||440,064,357.56|340,939,494.47
购买商品、接受劳务支付的现金||183,030,408.93|133,904,656.28
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
page|199
支付保单红利的现金|||
支付给职工及为职工支付的现金||124,697,172.32|108,160,122.18
支付的各项税费||40,833,966.41|32,319,819.69
支付其他与经营活动有关的现金|七（七十八)2|39,974,675.87|29,226,421.31
经营活动现金流出小计||388,536,223.53|303,611,019.46
经营活动产生的现金流量净额||51,528,134.03|37,328,475.01
二、投资活动产生的现金流量：|||
收回投资收到的现金|||36,885,398.85
取得投资收益收到的现金|||
处置固定资产、无形资产和其他长期资产收回的现金净额|||
处置子公司及其他营业单位收到的现金净额|||7,878,500.00
收到其他与投资活动有关的现金|||
投资活动现金流入小计|||44,763,898.85
购建固定资产、无形资产和其他长期资产支付的现金||11,780,870.27|5,087,079.58
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||11,780,870.27|5,087,079.58
投资活动产生的现金流量净额||-11,780,870.27|39,676,819.27
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||932,296,416.23|
其中：子公司吸收少数股东投资收到的现金|||-
取得借款收到的现金||30,000,000.00|30,000,000.00
收到其他与筹资活动有关的现金|||-
筹资活动现金流入小计||962,296,416.23|30,000,000.00
偿还债务支付的现金||30,000,000.00|
分配股利、利润或偿付利息支付的现金||1,447,198.29|60,932,166.67
page|200
其中：子公司支付给少数股东的股利、利润|||-
支付其他与筹资活动有关的现金|七（七十八)6|26,696,257.65|
筹资活动现金流出小计||58,143,455.94|60,932,166.67
筹资活动产生的现金流量净额||904,152,960.29|-30,932,166.67
四、汇率变动对现金及现金等价物的影响||16,545.07|-5,594.85
五、现金及现金等价物净增加额||943,916,769.12|46,067,532.76
加：期初现金及现金等价物余额||151,614,030.98|105,546,498.22
六、期末现金及现金等价物余额||1,095,530,800.10|151,614,030.98
