page|105
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金|七、1|442,414,302.78|330,061,939.46
交易性金融资产|七、2||120,000,000.00
衍生金融资产|||
应收票据|七、4|5,844,222.70|13,867,047.65
应收账款|七、5|84,307,944.47|54,848,913.77
应收款项融资|七、6|4,066,914.70|8,396,788.24
预付款项|七、7|49,091,721.54|8,992,565.20
其他应收款|七、8|5,573,891.65|4,950,478.85
其中：应收利息|||
应收股利|||
存货|七、9|402,272,590.16|163,781,871.54
合同资产|七、10|3,010,835.00|不适用
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、13|33,519,877.23|127,072,547.08
流动资产合计||1,030,102,300.23|831,972,151.79
非流动资产：|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|七、17|10,000,000.00|
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|||
固定资产|七、21|96,623,487.18|74,946,696.53
在建工程|七、22|49,843,844.62|
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|七、26|33,569,603.15|6,151,591.12
开发支出|||
商誉|||
长期待摊费用|||
递延所得税资产|七、30|2,765,420.24|1,582,103.01
其他非流动资产|七、31|1,695,264.95|16,463,533.74
page|106
非流动资产合计||194,497,620.14|99,143,924.40
资产总计||1,224,599,920.37|931,116,076.19
流动负债：|||
短期借款|七、32|21,851,914.52|
交易性金融负债|||
衍生金融负债|||
应付票据|七、35|91,039,828.76|14,307,435.56
应付账款|七、36|127,069,712.42|58,415,920.51
预收款项|七、37||57,163,926.42
合同负债|七、38|132,377,198.56|不适用
应付职工薪酬|七、39|13,384,166.00|6,488,125.00
应交税费|七、40|3,825,253.36|4,768,038.01
其他应付款|七、41|456,391.53|1,237,366.63
其中：应付利息|||
应付股利|||
持有待售负债|||
一年内到期的非流动负债|||
其他流动负债|七、44|8,611,217.65|
流动负债合计||398,615,682.80|142,380,812.13
非流动负债：|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|七、51|27,387,196.88|33,838,336.50
递延所得税负债|||
其他非流动负债|||
非流动负债合计||27,387,196.88|33,838,336.50
负债合计||426,002,879.68|176,219,148.63
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|84,000,000.00|84,000,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、55|646,992,584.33|641,621,032.01
减：库存股|||
其他综合收益|||
专项储备|||
page|107
盈余公积|七、59|7,810,445.64|2,927,589.56
未分配利润|七、60|59,794,010.72|26,348,305.99
所有者权益（或股东权益）合计||798,597,040.69|754,896,927.56
负债和所有者权益（或股东权益）总计||1,224,599,920.37|931,116,076.19
page|108
三、利润总额（亏损总额以“－”号填列）||52,823,073.34|31,289,451.47
减：所得税费用|七、76|3,994,512.53|2,013,555.92
四、净利润（净亏损以“－”号填列）||48,828,560.81|29,275,895.55
（一）持续经营净利润（净亏损以“－”号填列）||48,828,560.81|29,275,895.55
（二）终止经营净利润（净亏损以“－”号填列）|||
五、其他综合收益的税后净额|||
（一）不能重分类进损益的其他综合收益|||
1.重新计量设定受益计划变动额|||
2.权益法下不能转损益的其他综合收益|||
3.其他权益工具投资公允价值变动|||
4.企业自身信用风险公允价值变动|||
（二）将重分类进损益的其他综合收益|||
1.权益法下可转损益的其他综合收益|||
2.其他债权投资公允价值变动|||
3.金融资产重分类计入其他综合收益的金额|||
4.其他债权投资信用减值准备|||
5.现金流量套期储备|||
6.外币财务报表折算差额|||
7.其他|||
六、综合收益总额||48,828,560.81|29,275,895.55
七、每股收益：|||
（一）基本每股收益(元/股)||0.58|0.46
（二）稀释每股收益(元/股)||0.58|0.46
page|109
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||394,278,814.38|193,864,372.40
收到的税费返还||13,093,726.48|13,704,032.95
收到其他与经营活动有关的现金|七、78|49,850,081.24|25,253,313.67
经营活动现金流入小计||457,222,622.10|232,821,719.02
购买商品、接受劳务支付的现金||367,537,345.85|105,518,599.31
支付给职工及为职工支付的现金||69,430,255.59|47,709,236.39
支付的各项税费||29,477,909.12|14,504,865.55
支付其他与经营活动有关的现金|七、78|63,167,056.55|52,854,064.88
经营活动现金流出小计||529,612,567.11|220,586,766.13
经营活动产生的现金流量净额||-72,389,945.01|12,234,952.89
二、投资活动产生的现金流量：|||
收回投资收到的现金||1,423,000,000.00|123,000,000.00
取得投资收益收到的现金||11,086,464.77|278,570.69
处置固定资产、无形资产和其他长期资产收回的现金净额||27,491.78|
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78||141,154.52
投资活动现金流入小计||1,434,113,956.55|123,419,725.21
购建固定资产、无形资产和其他长期资产支付的现金||92,557,205.46|22,099,532.46
投资支付的现金||1,193,000,000.00|363,000,000.00
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||1,285,557,205.46|385,099,532.46
投资活动产生的现金流量净额||148,556,751.09|-261,679,807.25
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||518,123,349.06
取得借款收到的现金||22,068,228.70|
