page|49
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,229,162,722.15|1,437,882,736.42
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||20,752,740.50|15,774,079.82
收到其他与经营活动有关的现金|七、78（1）|24,774,768.04|34,130,930.17
经营活动现金流入小计||1,274,690,230.69|1,487,787,746.41
购买商品、接受劳务支付的现金||931,520,276.35|1,042,552,698.44
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
page|50
支付保单红利的现金|||
支付给职工及为职工支付的现金||165,622,941.00|197,276,582.94
支付的各项税费||44,557,340.99|61,265,185.44
支付其他与经营活动有关的现金|七、78（2）|18,136,304.80|20,634,521.10
经营活动现金流出小计||1,159,836,863.14|1,321,728,987.92
经营活动产生的现金流量净额||114,853,367.55|166,058,758.49
二、投资活动产生的现金流量：|||
收回投资收到的现金||714,405,907.74|1,000,026,000.00
取得投资收益收到的现金||19,926,404.67|45,209,130.05
处置固定资产、无形资产和其他长期资产收回的现金净额||7,290.00|508,818.40
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78（3）||988,960.78
投资活动现金流入小计||734,339,602.41|1,046,732,909.23
购建固定资产、无形资产和其他长期资产支付的现金||77,366,583.53|122,695,023.81
投资支付的现金||698,027,920.00|698,027,560.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78（4）||988,960.78
投资活动现金流出小计||775,394,503.53|821,711,544.59
投资活动产生的现金流量净额||-41,054,901.12|225,021,364.64
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计|||
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金||24,163,817.72|14,498,290.63
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|||
筹资活动现金流出小计||24,163,817.72|14,498,290.63
筹资活动产生的现金流量净额||-24,163,817.72|-14,498,290.63
四、汇率变动对现金及现金等价物的影响||-92,098.62|35,960.93
五、现金及现金等价物净增加额||49,542,550.09|376,617,793.43
加：期初现金及现金等价物余额||648,892,013.36|272,274,219.93
六、期末现金及现金等价物余额||698,434,563.45|648,892,013.36
