page|104
项目|附注|2021 年度|2020 年度
一、营业总收入|十一、七、61||2,785,369,058.52  2,763,054,509.04
其中：营业收入|十一、七、61||2,785,369,058.52  2,763,054,509.04
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本|||2,658,238,188.87  2,609,397,720.04
其中：营业成本|十一、七、61||2,089,398,348.82  2,087,584,674.85
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|十一、七、62|13,531,463.48|17,432,150.00
销售费用|十一、七、63|170,313,082.26|157,790,552.20
管理费用|十一、七、64|226,513,792.45|246,637,166.30
研发费用|十一、七、65|150,678,272.73|103,931,526.78
财务费用|十一、七、66|7,803,229.13|-3,978,350.09
其中：利息费用||6,019,429.26|2,684,737.33
利息收入||8,063,246.63|9,094,275.70
加：其他收益|十一、七、67|53,203,752.26|32,587,447.83
page|105
投资收益（损失以“－”号填列）|十一、七、68|-5,270,009.88|-2,050,816.35
其中：对联营企业和合营企业的投资收益|||-5,646,558.29
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|十一、七、71|3,916,700.86|-22,030,208.42
资产减值损失（损失以“-”号填列）|十一、七、72|-51,394,566.14|-41,010,252.47
资产处置收益（损失以“－”号填列）|十一、七、73|1,741,988.26|
三、营业利润（亏损以“－”号填列）||129,328,735.01|121,152,959.59
加：营业外收入|十一、七、74|7,255,408.22|21,412,100.04
减：营业外支出|十一、七、75|1,264,673.54|713,277.86
四、利润总额（亏损总额以“－”号填列）||135,319,469.69|141,851,781.77
减：所得税费用|十一、七、76|30,905,932.35|28,314,763.00
五、净利润（净亏损以“－”号填列）||104,413,537.34|113,537,018.77
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||104,413,537.34|113,537,018.77
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||117,395,965.12|146,666,053.23
2.少数股东损益（净亏损以“-”号填列）||-12,982,427.78|-33,129,034.46
六、其他综合收益的税后净额|||
page|106
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||104,413,537.34|113,537,018.77
（一）归属于母公司所有者的综合收益总额||117,395,965.12|146,666,053.23
（二）归属于少数股东的综合收益总额||-12,982,427.78|-33,129,034.46
八、每股收益：|||
（一）基本每股收益(元/股)||0.2677|0.3338
（二）稀释每股收益(元/股)||0.2662|0.3338
