page|66
项目|附注|2020 年度|2019 年度
一、营业总收入||1,740,378,744.45|1,942,722,797.84
其中：营业收入||1,740,378,744.45|1,942,722,797.84
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||1,608,723,036.61|1,799,011,912.97
其中：营业成本||1,281,201,287.46|1,481,701,085.64
page|67
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||13,846,544.90|14,131,735.54
销售费用||164,880,805.90|167,160,691.11
管理费用||113,678,677.91|114,294,916.92
研发费用||24,358,822.96|19,597,969.67
财务费用||10,756,897.48|2,125,514.09
其中：利息费用||29,200,412.21|37,799,410.05
利息收入||20,010,089.43|35,698,494.25
加：其他收益||37,411,981.47|28,109,775.58
投资收益（损失以“－”号填列）||4,916,213.36|-1,686,090.80
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||7,136,222.31|5,009,913.77
信用减值损失（损失以“-”号填列）||-2,789,044.60|357,155.17
资产减值损失（损失以“-”号填列）||-3,673,458.81|-241,693.01
资产处置收益（损失以“－”号填列）||-38,725.77|-90,338.33
三、营业利润（亏损以“－”号填列）||174,618,895.80|175,169,607.25
加：营业外收入||608,139.69|4,355,755.27
减：营业外支出||2,568,685.84|7,187,072.01
四、利润总额（亏损总额以“－”号填列）||172,658,349.65|172,338,290.51
减：所得税费用||6,970,046.86|5,629,845.87
五、净利润（净亏损以“－”号填列）||165,688,302.79|166,708,444.64
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||165,688,302.79|166,708,444.64
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
page|68
1.归属于母公司股东的净利润（净亏损以“-”号填列）||172,452,314.19|170,039,740.22
2.少数股东损益（净亏损以“-”号填列）||-6,764,011.40|-3,331,295.58
六、其他综合收益的税后净额||1,490,362.25|18,232,634.02
（一）归属母公司所有者的其他综合收益的税后净额||1,490,362.25|18,232,634.02
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||1,490,362.25|18,232,634.02
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动||-499,576.39|-1,824,560.12
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||1,989,938.64|20,057,194.14
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||167,178,665.04|184,941,078.66
（一）归属于母公司所有者的综合收益总额||173,942,676.44|188,272,374.24
（二）归属于少数股东的综合收益总额||-6,764,011.40|-3,331,295.58
八、每股收益：|||
（一）基本每股收益(元/股)||0.15|0.15
（二）稀释每股收益(元/股)||0.15|0.15
