page|56
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|1|186,591,044.89|59,886,335.20
结算备付金|||
拆出资金|||
交易性金融资产|2|245,157,120.77|-
衍生金融资产|||
应收票据|4|8,045,251.43|5,835,553.99
应收账款|5|144,463,449.74|164,909,701.51
应收款项融资|6|112,466,492.62|90,394,384.96
预付款项|7|1,486,997.67|756,013.42
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|8|106,396.02|4,315,500.00
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|9|206,678,860.05|135,247,849.31
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|13|989,030.17|835,016.38
流动资产合计||905,984,643.36|462,180,354.77
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|17|4,839,456.87|5,263,509.44
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|20|-|83,651,677.78
固定资产|21|478,387,959.94|373,799,406.97
在建工程|22|33,992,396.58|6,654,291.26
生产性生物资产|||
油气资产|||
使用权资产|25|176,832.08|-
无形资产|26|98,556,770.08|37,687,900.57
开发支出|||
商誉|||
长期待摊费用|||
递延所得税资产|30|3,644,441.75|3,815,100.54
其他非流动资产|31|12,777,636.54|11,816,846.02
非流动资产合计||632,375,493.84|522,688,732.58
资产总计||1,538,360,137.20|984,869,087.35
page|57
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动负债：|||
短期借款|32|46,561,561.81|155,980,753.39
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|35|53,152,897.85|-
应付账款|36|86,878,379.56|63,707,027.68
预收款项|37|-|689,036.70
合同负债|38|156,631.40|178,909.24
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|39|28,351,911.67|29,897,693.78
应交税费|40|7,383,531.11|14,078,115.39
其他应付款|41|6,183,692.87|329,558.05
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|43|132,074.22|30,090,566.66
其他流动负债|44|958,121.46|666,608.56
流动负债合计||229,758,801.95|295,618,269.45
非流动负债：|||
保险合同准备金|||
长期借款|45|-|30,000,000.00
应付债券|||
其中：优先股|||
永续债|||
租赁负债|47|57,326.51|-
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|51|4,242,751.71|2,453,629.66
递延所得税负债|30|9,107,502.59|6,320,133.45
其他非流动负债|||
非流动负债合计||13,407,580.81|38,773,763.11
负债合计||243,166,382.76|334,392,032.56
所有者权益（或股东权益）：|||
实收资本（或股本）|53|146,880,000.00|110,160,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|55|808,516,731.29|279,590,395.97
减：库存股|||
其他综合收益|57|-34,992.84|-24,103.31
专项储备|||
盈余公积|59|41,459,783.16|27,734,545.52
page|58
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
一般风险准备|||
未分配利润|60|298,372,232.83|233,016,216.61
归属于母公司所有者权益（或股东权益）合计||1,295,193,754.44|650,477,054.79
少数股东权益|||-
所有者权益（或股东权益）合计||1,295,193,754.44|650,477,054.79
负债和所有者权益（或股东权益）总计||1,538,360,137.20|984,869,087.35
