page|62
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||440,567,479.91|404,875,761.85
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||3,543,582.83|412,380.72
page|63
项目|附注|2021年度|2020年度
收到其他与经营活动有关的现金|78.1|15,758,433.56|14,341,513.73
经营活动现金流入小计||459,869,496.30|419,629,656.30
购买商品、接受劳务支付的现金||116,330,497.47|98,855,184.79
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||167,521,570.86|109,645,850.41
支付的各项税费||46,651,230.14|60,157,141.64
支付其他与经营活动有关的现金|78.2|29,202,321.60|15,431,521.36
经营活动现金流出小计||359,705,620.07|284,089,698.20
经营活动产生的现金流量净额||100,163,876.23|135,539,958.10
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金|||
处置固定资产、无形资产和其他长期资产收回的现金净额||1,705,768.28|388,510.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|78.3|4,683,986.10|1,380,000.00
投资活动现金流入小计||6,389,754.38|1,768,510.00
购建固定资产、无形资产和其他长期资产支付的现金||103,263,270.71|30,867,688.20
投资支付的现金||245,000,000.00|
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|78.4||4,480,000.00
投资活动现金流出小计||348,263,270.71|35,347,688.20
投资活动产生的现金流量净额||-341,873,516.33|-33,579,178.20
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||596,603,552.00|
其中：子公司吸收少数股东投资收到的现金||4,300,000.00|
取得借款收到的现金||198,968,110.00|155,770,000.00
收到其他与筹资活动有关的现金|78.5||
筹资活动现金流入小计||795,571,662.00|155,770,000.00
偿还债务支付的现金||368,238,110.00|175,865,427.34
分配股利、利润或偿付利息支付的现金||29,349,280.82|23,162,871.84
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|78.6|29,859,250.70|16,000,000.00
筹资活动现金流出小计||427,446,641.52|215,028,299.18
筹资活动产生的现金流量净额||368,125,020.48|-59,258,299.18
四、汇率变动对现金及现金等价物的影响||289,329.31|-61,692.86
五、现金及现金等价物净增加额||126,704,709.69|42,640,787.86
加：期初现金及现金等价物余额||59,867,335.20|17,226,547.34
六、期末现金及现金等价物余额||186,572,044.89|59,867,335.20
