page|116
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||754,253,674.46|462,244,951.28
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||31,583,397.88|13,718,763.42
收到其他与经营活动有关的现金|七、78（1）|35,818,160.98|8,952,727.46
经营活动现金流入小计||821,655,233.32|484,916,442.16
购买商品、接受劳务支付的现金||381,202,253.56|185,029,614.23
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||114,552,325.55|92,490,099.76
支付的各项税费||21,419,289.98|20,209,991.99
支付其他与经营活动有关的现金|七、78（2）|149,049,782.46|125,852,848.41
经营活动现金流出小计||666,223,651.55|423,582,554.39
page|117
经营活动产生的现金流量净额||155,431,581.77|61,333,887.77
二、投资活动产生的现金流量：|||
收回投资收到的现金||470,000,000.00|442,000,000.00
取得投资收益收到的现金||5,789,592.65|4,522,727.72
处置固定资产、无形资产和其他长期资产收回的现金净额||14,880.18|689,655.17
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78（3）|46,000,000.00|
投资活动现金流入小计||521,804,472.83|447,212,382.89
购建固定资产、无形资产和其他长期资产支付的现金||355,270,677.89|89,539,489.85
投资支付的现金||688,457,067.55|508,665,440.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78（4）|20,000,000.00|5,000,000.00
投资活动现金流出小计||1,063,727,745.44|603,204,929.85
投资活动产生的现金流量净额||-541,923,272.61|-155,992,546.96
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||1,300,000.00|439,984,638.77
其中：子公司吸收少数股东投资收到的现金||1,300,000.00|
取得借款收到的现金||234,891,265.00|
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||236,191,265.00|439,984,638.77
偿还债务支付的现金||15,058,000.00|
分配股利、利润或偿付利息支付的现金||35,400,840.42|225,045.02
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|||
筹资活动现金流出小计||50,458,840.42|225,045.02
筹资活动产生的现金流量净额||185,732,424.58|439,759,593.75
四、汇率变动对现金及现金等价物的影响||-13,031,608.91|1,777,258.42
五、现金及现金等价物净增加额||-213,790,875.17|346,878,192.98
加：期初现金及现金等价物余额||553,324,389.79|206,446,196.81
page|118
六、期末现金及现金等价物余额||339,533,514.62|553,324,389.79
