page|69
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||961,730,935.99|642,337,329.21
客户存款和同业存放款项净增加额|||
page|70
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||67,417,447.45|36,019,073.73
收到其他与经营活动有关的现金|（四十七）|13,664,175.72|10,415,434.48
经营活动现金流入小计||1,042,812,559.16|688,771,837.42
购买商品、接受劳务支付的现金||817,323,716.01|454,672,289.43
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||177,095,150.09|127,958,413.98
支付的各项税费||33,927,250.24|30,762,120.88
支付其他与经营活动有关的现金|（四十七）|69,731,649.46|57,631,167.02
经营活动现金流出小计||1,098,077,765.80|671,023,991.31
经营活动产生的现金流量净额||-55,265,206.64|17,747,846.11
二、投资活动产生的现金流量：|||
收回投资收到的现金||204,720,615.09|407,134,876.49
取得投资收益收到的现金|||
处置固定资产、无形资产和其他长期资产收回的现金净额||530,062.31|140,120.28
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|（四十七）|873,013.70|
投资活动现金流入小计||206,123,691.10|407,274,996.77
购建固定资产、无形资产和其他长期资产支付的现金||13,599,294.01|7,873,625.97
投资支付的现金||157,382,222.21|489,437,522.80
page|71
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||10,000,000.00|
支付其他与投资活动有关的现金|（四十七）||873,117.13
投资活动现金流出小计||180,981,516.22|498,184,265.90
投资活动产生的现金流量净额||25,142,174.88|-90,909,269.13
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||1,016,300,000.00|522,330,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||1,016,300,000.00|522,330,000.00
偿还债务支付的现金||981,630,000.00|233,500,000.00
分配股利、利润或偿付利息支付的现金||59,876,225.45|54,687,415.89
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|（四十七）|12,214,583.51|
筹资活动现金流出小计||1,053,720,808.96|288,187,415.89
筹资活动产生的现金流量净额||-37,420,808.96|234,142,584.11
四、汇率变动对现金及现金等价物的影响||-1,068,504.28|-3,674,835.68
五、现金及现金等价物净增加额||-68,612,345.00|157,306,325.41
加：期初现金及现金等价物余额||228,504,554.43|71,198,229.02
六、期末现金及现金等价物余额||159,892,209.43|228,504,554.43
