page|108
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,977,039,182.57|1,620,440,852.50
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||27,216,061.59|27,408,808.87
收到其他与经营活动有关的现金|1|80,986,110.05|182,213,805.62
经营活动现金流入小计||2,085,241,354.21|1,830,063,466.99
购买商品、接受劳务支付的现金||1,271,825,956.86|985,373,368.84
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||206,751,117.80|180,162,524.69
支付的各项税费||113,258,606.99|128,320,394.13
支付其他与经营活动有关的现金|2|124,752,116.33|212,808,120.85
经营活动现金流出小计||1,716,587,797.98|1,506,664,408.51
经营活动产生的现金流量净额||368,653,556.23|323,399,058.48
二、投资活动产生的现金流量：|||
收回投资收到的现金||123,973,732.33|10,500,000.00
取得投资收益收到的现金||2,175,347.93|
处置固定资产、无形资产和其他长期资产收回的现金净额||38,894,381.35|88,746.79
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|3|9,081,250.00|87,668,937.63
投资活动现金流入小计||174,124,711.61|98,257,684.42
购建固定资产、无形资产和其他长期资产支付的现金||568,274,025.94|276,113,142.21
投资支付的现金||113,500,000.00|
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||188,626.63
page|109
支付其他与投资活动有关的现金|4|9,000,000.00|2,675,173.89
投资活动现金流出小计||690,774,025.94|278,976,942.73
投资活动产生的现金流量净额||-516,649,314.33|-180,719,258.31
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||333,617,085.72|97,667,000.00
其中：子公司吸收少数股东投资收到的现金||3,430,000.00|97,667,000.00
取得借款收到的现金||1,041,459,767.48|471,527,944.51
收到其他与筹资活动有关的现金|5|59,290,000.00|107,850,500.00
筹资活动现金流入小计||1,434,366,853.20|677,045,444.51
偿还债务支付的现金||579,618,998.65|595,729,533.69
分配股利、利润或偿付利息支付的现金||97,116,855.24|79,810,818.13
其中：子公司支付给少数股东的股利、利润||18,405,196.30|9,886,073.77
支付其他与筹资活动有关的现金|6|187,356,822.56|83,745,766.73
筹资活动现金流出小计||864,092,676.45|759,286,118.55
筹资活动产生的现金流量净额||570,274,176.75|-82,240,674.04
四、汇率变动对现金及现金等价物的影响||-757,527.40|-2,731,255.88
五、现金及现金等价物净增加额||421,520,891.25|57,707,870.25
加：期初现金及现金等价物余额||473,953,567.27|416,245,697.02
六、期末现金及现金等价物余额||895,474,458.52|473,953,567.27
