page|104
项目|附注|2021 年度|2020 年度
一、经营活动产生的现金流量|||
销售商品、提供劳务收到的现金||17,986,787,852.39|12,701,384,937.57
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||643,932,919.39|345,786,752.35
收到其他与经营活动有关的现金|五、（七十）|924,056,761.97|604,464,132.32
经营活动现金流入小计||19,554,777,533.75|13,651,635,822.24
购买商品、接受劳务支付的现金||13,390,652,916.20|13,050,575,441.50
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工以及为职工支付的现金||1,177,701,721.46|1,104,648,371.79
支付的各项税费||28,021,435.94|79,255,904.78
支付其他与经营活动有关的现金|五、（七十）|593,217,266.58|441,563,525.14
经营活动现金流出小计||15,189,593,340.18|14,676,043,243.21
经营活动产生的现金流量净额||4,365,184,193.57|-1,024,407,420.97
二、投资活动产生的现金流量|||
收回投资收到的现金||1,204,000,000.00|2,447,000,680.00
取得投资收益收到的现金||149,720,736.67|20,526,297.04
处置固定资产、无形资产和其他长期资产收回的现金净额||3,091,101.55|5,423,297.25
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|五、（七十）|358,553,107.42|2,573,106,643.15
投资活动现金流入小计||1,715,364,945.64|5,046,056,917.44
购建固定资产、无形资产和其他长期资产支付的现金||293,665,566.01|455,564,930.47
投资支付的现金||3,451,375,210.48|2,285,863,170.41
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||10,706,417.69
支付其他与投资活动有关的现金|五、（七十）|1,352,266,061.25|5,764,627,360.28
投资活动现金流出小计||5,097,306,837.74|8,516,761,878.85
投资活动产生的现金流量净额||-3,381,941,892.10|-3,470,704,961.41
三、筹资活动产生的现金流量|||
吸收投资收到的现金||7,534.52|
其中：子公司吸收少数股东投资收到的现金||7,534.52|
取得借款收到的现金||3,642,998,132.80|4,984,337,446.91
收到其他与筹资活动有关的现金|五、（七十）|83,200,000.00|60,000,000.00
筹资活动现金流入小计||3,726,205,667.32|5,044,337,446.91
偿还债务支付的现金||4,631,400,000.00|5,339,372,119.50
分配股利、利润或偿付利息支付的现金||357,372,134.01|155,521,616.39
其中：子公司支付给少数股东的股利、利润|||568,544.37
支付其他与筹资活动有关的现金|五、（七十）|3,249,100.65|5,954,257.75
筹资活动现金流出小计||4,992,021,234.66|5,500,847,993.64
page|105
筹资活动产生的现金流量净额||-1,265,815,567.34|-456,510,546.73
四、汇率变动对现金及现金等价物的影响||-19,732,285.47|-12,500,753.57
五、现金及现金等价物净增加额||-302,305,551.34|-4,964,123,682.68
加：期初现金及现金等价物余额||5,719,367,108.31|10,683,490,790.99
六、期末现金及现金等价物余额||5,417,061,556.97|5,719,367,108.31
