page|71
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||903,813,913.96|928,557,129.49
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金||20,691,048.88|24,146,542.04
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金|七、80（1）|290,866,602.00|286,568,865.39
经营活动现金流入小计||1,215,371,564.84|1,239,272,536.92
购买商品、接受劳务支付的现金||528,943,209.62|404,610,261.06
客户贷款及垫款净增加额||-50,053,560.00|-4,807,400.21
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||212,750,111.36|194,881,097.52
支付的各项税费||116,071,806.15|106,033,814.25
支付其他与经营活动有关的现金|七、80（2）|192,768,392.18|230,952,660.76
经营活动现金流出小计||1,000,479,959.31|931,670,433.38
经营活动产生的现金流量净额||214,891,605.53|307,602,103.54
二、投资活动产生的现金流量：|||
收回投资收到的现金||1,230,556,655.87|1,024,739,563.27
取得投资收益收到的现金||1,500,000.00|1,500,000.00
处置固定资产、无形资产和其他长期资产收回的现金净额||54,690,710.00|108,295.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||1,286,747,365.87|1,026,347,858.27
购建固定资产、无形资产和其他长期资产支付的现金||15,790,371.38|9,192,179.13
投资支付的现金||1,046,776,377.59|987,668,302.50
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||1,062,566,748.97|996,860,481.63
投资活动产生的现金流量净额||224,180,616.90|29,487,376.64
page|72
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||980,000.00
其中：子公司吸收少数股东投资收到的现金|||980,000.00
取得借款收到的现金||400,000,000.00|460,000,000.00
收到其他与筹资活动有关的现金|七、80（5）|16,182.00|5,945.00
筹资活动现金流入小计||400,016,182.00|460,985,945.00
偿还债务支付的现金||410,000,000.00|460,000,000.00
分配股利、利润或偿付利息支付的现金||68,119,448.21|42,615,630.55
其中：子公司支付给少数股东的股利、利润||10,669.57|3,007.42
支付其他与筹资活动有关的现金|七、80（6）|43,456,900.90|150,000.00
筹资活动现金流出小计||521,576,349.11|502,765,630.55
筹资活动产生的现金流量净额||-121,560,167.11|-41,779,685.55
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||317,512,055.32|295,309,794.63
加：期初现金及现金等价物余额||1,042,842,959.15|747,533,164.52
六、期末现金及现金等价物余额||1,360,355,014.47|1,042,842,959.15
