page|62
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|七、 合并财务报表项目注释 1|259,551,260.76|506,015,304.08
结算备付金|||
拆出资金|||
交易性金融资产|||
衍生金融资产|||
page|63
应收票据|七、 合并财务报表项目注释 4|316,230,434.77|150,848,367.55
应收账款|七、 合并财务报表项目注释 5|625,391,383.18|506,694,765.14
应收款项融资|||
预付款项|七、 合并财务报表项目注释 7|91,706,992.70|59,287,296.88
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、 合并财务报表项目注释 8|1,559,759.48|2,540,531.92
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、 合并财务报表项目注释 9|2,695,010,413.71|2,518,839,851.82
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、 合并财务报表项目注释 13|40,234,276.96|49,180,115.36
流动资产合计|||4,029,684,521.56  3,793,406,232.75
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|||
固定资产|七、 合并财务报表项目注释 21||1,723,418,744.39  1,735,545,452.85
在建工程|七、 合并财务报表项目注释 22|166,098,570.76|133,320,795.99
生产性生物资产|||
油气资产|||
使用权资产|七、 合并财务报表项目注释 25|187,265,583.07|
无形资产|七、 合并财务报表项目注释 26|100,861,433.53|107,596,521.27
开发支出|七、 合并财务报表项目注释 27||
商誉|||
长期待摊费用|||
递延所得税资产|七、 合并财务报表项目注释 30|13,464,660.75|13,197,790.76
其他非流动资产|七、 合并财务报表项目注释 31|71,668,849.84|25,589,619.97
非流动资产合计|||2,262,777,842.34  2,015,250,180.84
资产总计|||6,292,462,363.90  5,808,656,413.59
流动负债：|||
短期借款|七、 合并财务报表项目注释 32|200,191,666.67|349,451,372.78
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|七、 合并财务报表项目注释 35|666,080,585.43|609,760,338.13
应付账款|七、 合并财务报表项目注释 36||1,786,127,159.78  1,497,688,988.18
page|64
预收款项|七、 合并财务报表项目注释 37|77,037.80|47,037.80
合同负债|七、 合并财务报表项目注释 38|111,448,655.04|357,945,121.49
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、 合并财务报表项目注释 39|51,217,262.27|48,985,511.04
应交税费|七、 合并财务报表项目注释 40|10,915,007.32|3,863,201.15
其他应付款|七、 合并财务报表项目注释 41|35,293,818.46|37,623,767.84
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、 合并财务报表项目注释 43|451,287,057.74|250,194,611.10
其他流动负债|七、 合并财务报表项目注释 44|188,299,988.80|170,628,206.80
流动负债合计|||3,500,938,239.31  3,326,188,156.31
非流动负债：|||
保险合同准备金|||
长期借款|七、 合并财务报表项目注释 45|459,000,000.00|370,305,250.00
应付债券|||
其中：优先股|||
永续债|||
租赁负债|七、 合并财务报表项目注释 47|110,908,293.07|
长期应付款|七、 合并财务报表项目注释 48|99,475,463.29|55,277,047.72
长期应付职工薪酬|||
预计负债|七、 合并财务报表项目注释 50|2,299,793.62|1,690,508.14
递延收益|七、 合并财务报表项目注释 51|96,427,865.88|106,843,184.81
递延所得税负债||2,025,033.99|2,314,265.58
其他非流动负债|七、 合并财务报表项目注释 52|8,800,000.00|
非流动负债合计||778,936,449.85|536,430,256.25
负债合计|||4,279,874,689.16  3,862,618,412.56
所有者权益（或股东权益）：|||
实收资本（或股本）|七、 合并财务报表项目注释 53|330,129,367.00|330,129,367.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、 合并财务报表项目注释 55|1,013,219,818.57|1,013,013,151.90
减：库存股|||
其他综合收益|||
专项储备|七、 合并财务报表项目注释 58|42,171,684.30|39,229,423.99
盈余公积|七、 合并财务报表项目注释 59|77,028,803.70|77,028,803.70
一般风险准备|||
未分配利润|七、 合并财务报表项目注释 60|20,141,472.67|-1,144,244.71
归属于母公司所有者权益（或股东权益）合计|||1,482,691,146.24  1,458,256,501.88
page|65
少数股东权益||529,896,528.50|487,781,499.15
所有者权益（或股东权益）合计|||2,012,587,674.74  1,946,038,001.03
负债和所有者权益（或股东权益）总计|||6,292,462,363.90  5,808,656,413.59
