page|121
项目|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：||
货币资金|14,445,030,000.00|12,650,083,000.00
交易性金融资产|24,000.00|34,345,000.00
以公允价值计量且变动计入当期损益的金融资产||
衍生金融资产||
应收票据||
应收账款|41,216,427,000.00|43,933,795,000.00
应收款项融资|8,862,340,000.00|7,009,379,000.00
预付款项|724,350,000.00|362,761,000.00
其他应收款|1,050,686,000.00|1,561,194,000.00
其中：应收利息|7,976,000.00|
应收股利||
存货|31,396,358,000.00|25,571,564,000.00
合同资产|5,346,105,000.00|6,986,619,000.00
持有待售资产||
一年内到期的非流动资产|1,250,853,000.00|1,060,508,000.00
其他流动资产|7,312,937,000.00|7,796,357,000.00
流动资产合计|111,605,110,000.00|106,966,605,000.00
非流动资产：||
长期应收款|1,804,913,000.00|1,240,340,000.00
长期股权投资|5,465,588,000.00|4,060,175,000.00
其他权益工具投资|1,420,080,000.00|1,922,304,000.00
其他非流动金融资产|284,896,000.00|46,608,000.00
投资性房地产|94,217,000.00|96,902,000.00
固定资产|54,584,620,000.00|49,443,360,000.00
在建工程|6,111,767,000.00|10,674,847,000.00
使用权资产|945,745,000.00|730,490,000.00
page|122
无形资产|11,804,174,000.00|12,650,308,000.00|
开发支出|4,885,708,000.00|5,747,851,000.00|
商誉|65,914,000.00|65,914,000.00|
长期待摊费用|67,195,000.00|131,573,000.00|
递延所得税资产|1,768,975,000.00|1,514,934,000.00|
其他非流动资产|108,419,000.00|349,382,000.00|
非流动资产合计|89,412,211,000.00|88,674,988,000.00|
资产总计|201,017,321,000.00|195,641,593,000.00|
流动负债：|||
短期借款|16,400,690,000.00|40,332,365,000.00|
交易性金融负债|57,541,000.00|34,307,000.00|
以公允价值计量且变动计入当期损益的金融负债|||
衍生金融负债|||
应付票据|8,925,694,000.00|13,647,638,000.00|
应付账款|42,982,610,000.00|22,520,530,000.00|
预收款项|7,500,000.00|2,000,000.00|
合同负债|8,185,888,000.00|4,502,139,000.00|
应付职工薪酬|4,835,248,000.00|3,782,780,000.00|
应交税费|1,858,782,000.00|613,762,000.00|
其他应付款|9,279,640,000.00|6,820,699,000.00|
其中：应付利息|414,168,000.00|560,198,000.00|
应付股利|10,000,000.00|10,000,000.00|
预计负债|1,938,689,000.00|1,824,194,000.00|
持有待售负债|||
一年内到期的非流动负债|11,412,460,000.00|8,747,448,000.00|
其他流动负债|545,954,000.00|5,201,085,000.00|
流动负债合计|106,430,696,000.00|108,028,947,000.00|
非流动负债：|||
保险合同准备金|||
长期借款|14,745,495,000.00|11,947,932,000.00|
应付债券|8,880,459,000.00|9,968,555,000.00|
其中：优先股|||
永续债|||
租赁负债|843,286,000.00|548,680,000.00|
长期应付款|||
递延所得税负债|393,150,000.00|102,864,000.00|
page|123
其他非流动负债|5,270,323,000.00|2,443,195,000.00|
非流动负债合计|30,132,713,000.00|25,011,226,000.00|
负债合计|136,563,409,000.00|133,040,173,000.00|
所有者权益：|||
股本|2,728,143,000.00|2,728,143,000.00|
其他权益工具|1,094,592,000.00|4,394,592,000.00|
其中：优先股|||
永续债|1,094,592,000.00|4,394,592,000.00|
资本公积|24,698,663,000.00|24,530,666,000.00|
减：库存股|||
其他综合收益|-556,066,000.00|-46,659,000.00|
专项储备|4,086,000.00||
盈余公积|4,448,300,000.00|4,099,313,000.00|
一般风险准备|||
未分配利润|24,456,556,000.00|21,056,234,000.00|
归属于母公司所有者权益合计|56,874,274,000.00|56,762,289,000.00|
少数股东权益|7,579,638,000.00|5,839,131,000.00|
所有者权益合计|64,453,912,000.00|62,601,420,000.00|
负债和所有者权益总计|201,017,321,000.00|195,641,593,000.00|
