page|54
项目|附注|2021 年度|2020 年度
一、营业总收入||48,668,438,514.38|37,021,045,089.81
其中：营业收入||48,668,438,514.38|37,021,045,089.81
二、营业总成本||46,479,286,172.48|36,590,995,437.79
其中：营业成本||42,289,040,155.21|33,101,212,230.78
税金及附加||317,910,741.18|243,042,863.33
销售费用||1,605,200,150.50|1,648,724,311.83
管理费用||940,137,219.57|578,385,043.29
研发费用||741,284,649.04|508,660,969.26
财务费用||585,713,256.98|510,970,019.30
其中：利息费用||633,223,714.95|678,450,634.71
利息收入||60,022,714.69|41,795,411.19
加：其他收益||61,330,021.11|60,203,523.71
投资收益（损失以“－”号填列）||16,982,661.14|131,018,705.21
其中：对联营企业和合营企业的投资收益||6,564,077.46|8,814,924.64
信用减值损失（损失以“-”号填列）||-7,820,191.09|-19,310,414.81
资产减值损失（损失以“-”号填列）||-416,555,844.11|-73,925,291.24
资产处置收益（损失以“－”号填列）||83,404,981.07|
三、营业利润（亏损以“－”号填列）||1,926,493,970.02|528,036,174.89
加：营业外收入||32,378,239.48|12,532,100.30
减：营业外支出||250,793,210.03|27,945,267.90
四、利润总额（亏损总额以“－”号填列）||1,708,078,999.47|512,623,007.29
减：所得税费用||220,318,425.53|-6,298,356.40
五、净利润（净亏损以“－”号填列）||1,487,760,573.94|518,921,363.69
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||1,487,760,573.94|518,921,363.69
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||1,487,640,358.03|517,778,385.46
2.少数股东损益（净亏损以“-”号填列）||120,215.91|1,142,978.23
六、其他综合收益的税后净额||-14,250.00|14,250.00
（一）归属母公司所有者的其他综合收益的税后净额||-14,250.00|14,250.00
1．不能重分类进损益的其他综合收益|||
2．将重分类进损益的其他综合收益||-14,250.00|14,250.00
（5）现金流量套期储备||-14,250.00|14,250.00
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||1,487,746,323.94|518,935,613.69
（一）归属于母公司所有者的综合收益总额||1,487,626,108.03|517,792,635.46
（二）归属于少数股东的综合收益总额||120,215.91|1,142,978.23
page|55
八、每股收益：|||
（一）基本每股收益(元/股)||0.2375|0.0829
（二）稀释每股收益(元/股)||0.2375|0.0829
