page|81
项目|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：||
货币资金|1,560,942,584.98|851,102,573.77
结算备付金||
拆出资金||
交易性金融资产|10,152,083.33|
以公允价值计量且其变动计入当期损益的金融资产||
衍生金融资产||
应收票据|107,399,918.50|123,464,365.48
应收账款|742,921,303.25|692,885,907.79
应收款项融资|34,471,170.00|
预付款项|34,387,756.25|23,162,267.90
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|23,696,453.89|23,921,345.76
其中：应收利息||493,163.58
应收股利||
买入返售金融资产||
存货|682,095,367.64|540,852,445.81
合同资产||
持有待售资产||
page|82
一年内到期的非流动资产|637,623.11|
其他流动资产|105,947,841.35|113,841,383.84
流动资产合计|3,302,652,102.30|2,369,230,290.35
非流动资产：||
发放贷款和垫款||
债权投资||
可供出售金融资产||
其他债权投资||
持有至到期投资||
长期应收款||813,655.41
长期股权投资|616,297,561.22|552,220,557.41
其他权益工具投资||
其他非流动金融资产||
投资性房地产|36,522,625.73|34,159,980.68
固定资产|1,046,267,047.93|1,040,665,799.84
在建工程|234,845,620.36|44,488,575.46
生产性生物资产||
油气资产||
使用权资产||
无形资产|182,909,620.26|196,500,911.92
开发支出|16,054,272.92|9,767,041.08
商誉|342,429,422.18|342,429,422.18
长期待摊费用|42,354,430.99|33,216,758.59
递延所得税资产|18,341,478.09|18,777,345.65
其他非流动资产|128,940,995.88|43,527,668.23
非流动资产合计|2,664,963,075.56|2,316,567,716.45
资产总计|5,967,615,177.86|4,685,798,006.80
流动负债：||
短期借款|528,594,481.49|573,702,046.10
向中央银行借款||
拆入资金||
交易性金融负债||
以公允价值计量且其变动计入当期损益的金融负债||
page|83
衍生金融负债||
应付票据|22,427,664.80|29,049,057.11
应付账款|489,423,096.26|352,813,606.86
预收款项|87,395,474.57|36,394,276.30
合同负债||
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|61,991,915.98|50,847,129.41
应交税费|36,080,717.33|27,865,426.50
其他应付款|130,059,333.71|102,378,613.04
其中：应付利息||839,949.90
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|91,067.58|90,909.00
其他流动负债||
流动负债合计|1,356,063,751.72|1,173,141,064.32
非流动负债：||
保险合同准备金||
长期借款||90,910.00
应付债券|688,641,325.03|
其中：优先股||
永续债||
租赁负债||
长期应付款||
长期应付职工薪酬||
预计负债||
递延收益|53,858,067.92|32,154,038.33
递延所得税负债|1,464,480.00|1,693,435.02
其他非流动负债||
非流动负债合计|743,963,872.95|33,938,383.35
page|84
负债合计|2,100,027,624.67|1,207,079,447.67
所有者权益：||
股本|665,712,402.00|665,712,402.00
其他权益工具|173,077,047.77|
其中：优先股||
永续债||
资本公积|994,596,569.38|994,559,859.95
减：库存股||
其他综合收益|5,770,315.22|-370,124.35
专项储备||
盈余公积|305,350,565.02|266,769,697.27
一般风险准备||
未分配利润|1,422,773,338.16|1,271,836,273.93
归属于母公司所有者权益合计|3,567,280,237.55|3,198,508,108.80
少数股东权益|300,307,315.64|280,210,450.33
所有者权益合计|3,867,587,553.19|3,478,718,559.13
负债和所有者权益总计|5,967,615,177.86|4,685,798,006.80
