page|109
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金|七（1）|9,564,066,247.50|13,939,729,772.83
结算备付金|||
拆出资金|||
交易性金融资产|||
以公 允价 值计量 且其变 动计入当期损益的金融资产|||
衍生金融资产|||
应收票据|||2,770,711,735.85
应收账款|七（5）|13,538,097,771.45|14,153,214,672.72
应收款项融资|七（6）|3,687,527,600.90|
预付款项|七（7）|2,742,936,327.44|2,005,951,723.03
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七（8）|453,553,624.76|471,393,116.06
其中：应收利息|||26,455,890.41
应收股利|||
买入返售金融资产|||
存货|七（9）|8,593,433,771.18|7,980,375,625.28
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七（12）|207,789,187.17|135,758,122.50
流动资产合计||38,787,404,530.40|41,457,134,768.27
非流动资产：|||
发放贷款和垫款|||
债权投资|||
可供出售金融资产|||64,083,743.52
其他债权投资|||
page|110
持有至到期投资|||
长期应收款|七（15）|970,490.61|970,490.61
长期股权投资|七（16）|1,124,716,796.77|1,101,365,945.71
其他权益工具投资|七（17）|391,571,982.16|
其他非流动金融资产|||
投资性房地产|七（19）|13,495,018.80|14,131,075.92
固定资产|七（20）|8,236,177,775.38|7,856,766,235.91
在建工程|七（21）|3,923,656,117.08|3,531,424,354.06
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|七（25）|2,262,559,443.53|2,236,566,194.08
开发支出|七（26）|301,292,084.68|92,937,697.09
商誉|||
长期待摊费用|七（28）|14,125,431.31|15,041,163.11
递延所得税资产|七（29）|370,387,845.20|389,708,150.92
其他非流动资产|七（30）|589,346,672.36|448,054,165.84
非流动资产合计||17,228,299,657.88|15,751,049,216.77
资产总计||56,015,704,188.28|57,208,183,985.04
流动负债：|||
短期借款|七（31）|2,149,573,252.78|9,436,740,000.00
向中央银行借款|||
拆入资金|||
交易性金融负债|||
以公 允价 值计量 且其变 动计入当期损益的金融负债|||
衍生金融负债|||
应付票据|七（34）|1,951,575,093.59|1,342,398,063.55
应付账款|七（35）|6,639,789,247.00|6,579,617,504.67
预收款项|七（36）|2,847,163,176.91|2,483,038,860.80
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七（37）|170,320,261.73|168,541,544.71
应交税费|七（38）|377,047,392.65|589,249,222.83
其他应付款|七（39）|1,084,828,540.84|1,810,763,968.90
其中：应付利息|||
应付股利||8,840,230.84|514,926,206.42
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七（41）|501,867,492.61|43,470,000.00
其他流动负债|七（42）|352,597.98|932,987.93
流动负债合计||15,722,517,056.09|22,454,752,153.39
非流动负债：|||
保险合同准备金|||
长期借款|七（43）|1,280,000,000.00|1,228,174,367.61
page|111
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|七（46）|1,623,797,088.49|1,640,183,894.52
长期应付职工薪酬|七（47）|393,580,967.99|451,672,817.74
预计负债|七（48）|85,773,129.61|108,237,172.47
递延收益|七（49）|332,697,861.89|378,361,119.10
递延所得税负债|七（50）|6,668,370.49|6,478,205.59
其他非流动负债|||
非流动负债合计||3,722,517,418.47|3,813,107,577.03
负债合计||19,445,034,474.56|26,267,859,730.42
所有者权益（或股东权益）：|||
实收资本（或股本）|七（51）|1,694,995,962.00|1,716,265,014.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七（53）|19,206,933,264.72|18,976,196,160.36
减：库存股|||
其他综合收益|七（55）|193,100,377.10|-12,961,224.35
专项储备|七（56）|48,095,166.90|57,445,372.58
盈余公积|七（57）|587,463,787.67|552,726,512.46
一般风险准备|||
未分配利润|七（58）|5,597,938,013.63|4,633,495,335.49
归属 于母 公司所 有者权 益（或股东权益）合计||27,328,526,572.02|25,923,167,170.54
少数股东权益||9,242,143,141.70|5,017,157,084.08
所 有 者 权 益 （ 或 股 东 权益）合计||36,570,669,713.72|30,940,324,254.62
负债和所有者权益（或股东权益）总计||56,015,704,188.28|57,208,183,985.04
