page|71
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,299,144,679.26|1,029,227,652.37
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
page|72
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||11,957,998.74|
收到其他与经营活动有关的现金||59,809,310.97|133,501,234.26
经营活动现金流入小计||2,370,911,988.97|1,162,728,886.63
购买商品、接受劳务支付的现金||1,646,885,594.60|1,818,832,398.16
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||68,930,791.27|44,187,614.51
支付的各项税费||191,126,314.16|181,833,764.71
支付其他与经营活动有关的现金||99,298,917.83|147,895,518.00
经营活动现金流出小计||2,006,241,617.86|2,192,749,295.38
经营活动产生的现金流量净额||364,670,371.11|-1,030,020,408.75
二、投资活动产生的现金流量：|||
收回投资收到的现金||630,000,000.00|580,000,000.00
取得投资收益收到的现金||12,867,246.46|50,021,189.66
处置固定资产、无形资产和其他长期资产收回的现金净额||94,873.79|818,772.40
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||83,302,746.45|361,200,000.00
投资活动现金流入小计||726,264,866.70|992,039,962.06
购建固定资产、无形资产和其他长期资产支付的现金||230,117,556.05|192,560,930.59
投资支付的现金||10,600,000.00|1,241,317,094.23
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||240,717,556.05|1,433,878,024.82
投资活动产生的现金流||485,547,310.65|-441,838,062.76
page|73
量净额|||
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||1,670,700,000.00|1,611,000,000.00
收到其他与筹资活动有关的现金|||123,870,000.00
筹资活动现金流入小计||1,670,700,000.00|1,734,870,000.00
偿还债务支付的现金||858,625,000.00|1,227,112,500.00
分配股利、利润或偿付利息支付的现金||361,198,947.00|390,426,923.01
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||102,138,338.08|233,795,762.75
筹资活动现金流出小计||1,321,962,285.08|1,851,335,185.76
筹资活动产生的现金流量净额||348,737,714.92|-116,465,185.76
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||1,198,955,396.68|-1,588,323,657.27
加：期初现金及现金等价物余额||363,125,514.53|1,951,449,171.80
六、期末现金及现金等价物余额||1,562,080,911.21|363,125,514.53
