page|102
项目|2021 年度|2020 年度
一、经营活动产生的现金流量：||
销售商品、提供劳务收到的现金|1,876,710,568.99|888,503,071.59
客户存款和同业存放款项净增加额||
向中央银行借款净增加额||
向其他金融机构拆入资金净增加额||
收到原保险合同保费取得的现金||
收到再保业务现金净额||
保户储金及投资款净增加额||
收取利息、手续费及佣金的现金||
拆入资金净增加额||
回购业务资金净增加额||
代理买卖证券收到的现金净额||
收到的税费返还|395,166.00|
收到其他与经营活动有关的现金|54,073,002.50|11,235,960.45
经营活动现金流入小计|1,931,178,737.49|899,739,032.04
购买商品、接受劳务支付的现金|1,024,826,807.17|347,081,613.45
客户贷款及垫款净增加额||
存放中央银行和同业款项净增加额||
支付原保险合同赔付款项的现金||
page|103
项目|2021 年度|2020 年度
拆出资金净增加额||
支付利息、手续费及佣金的现金||
支付保单红利的现金||
支付给职工以及为职工支付的现金|138,425,580.60|107,227,102.08
支付的各项税费|243,290,052.83|140,317,726.45
支付其他与经营活动有关的现金|120,419,020.36|41,826,279.65
经营活动现金流出小计|1,526,961,460.96|636,452,721.63
经营活动产生的现金流量净额|404,217,276.53|263,286,310.40
二、投资活动产生的现金流量：||
收回投资收到的现金||26,683,977.27
取得投资收益收到的现金||460,500.60
处置固定资产、无形资产和其他长期资产收回的现金净额|1,115,055.80|682,534.26
处置子公司及其他营业单位收到的现金净额||0.00
收到其他与投资活动有关的现金|23,287,234.35|333,088,037.25
投资活动现金流入小计|24,402,290.15|360,915,049.38
购建固定资产、无形资产和其他长期资产支付的现金|683,471,096.79|337,387,482.07
投资支付的现金||7,391,973.18
质押贷款净增加额||
取得子公司及其他营业单位支付的现金净额|519,602,949.67|
支付其他与投资活动有关的现金|32,120,000.00|774,182,010.00
投资活动现金流出小计|1,235,194,046.46|1,118,961,465.25
投资活动产生的现金流量净额|-1,210,791,756.31|-758,046,415.86
三、筹资活动产生的现金流量：||
吸收投资收到的现金||
其中：子公司吸收少数股东投资收到的现金||
取得借款收到的现金|189,800,000.00|840,849,056.60
收到其他与筹资活动有关的现金||0.00
筹资活动现金流入小计|189,800,000.00|840,849,056.60
偿还债务支付的现金||0.00
分配股利、利润或偿付利息支付的现金|23,858,121.22|0.00
其中：子公司支付给少数股东的股利、利润||0.00
支付其他与筹资活动有关的现金|280,000.00|3,731,132.08
page|104
项目|2021 年度|2020 年度
筹资活动现金流出小计|24,138,121.22|3,731,132.08
筹资活动产生的现金流量净额|165,661,878.78|837,117,924.52
四、汇率变动对现金及现金等价物的影响|-70,761.48|-43,244.77
五、现金及现金等价物净增加额|-640,983,362.48|342,314,574.29
加：期初现金及现金等价物余额|819,507,201.55|477,192,627.26
六、期末现金及现金等价物余额|178,523,839.07|819,507,201.55
