page|95
项目|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：||
货币资金|2,318,236,828.67|2,003,007,753.82
结算备付金||
拆出资金||
交易性金融资产|34,230,000.00|
衍生金融资产||
应收票据||
应收账款|1,968,264,617.11|2,080,521,477.25
应收款项融资|31,850,742.61|50,405,317.46
预付款项|8,064,087.06|9,669,868.00
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|6,639,392.48|2,161,211.86
其中：应收利息||
应收股利||
买入返售金融资产||
存货|831,639,312.19|652,885,376.88
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|11,571,564.15|25,411,668.69
流动资产合计|5,210,496,544.27|4,824,062,673.96
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
page|96
长期应收款||
长期股权投资|11,645,432.43|12,510,976.80
其他权益工具投资||125,000,000.00
其他非流动金融资产||
投资性房地产||
固定资产|905,188,537.34|1,032,064,873.90
在建工程|175,082,392.72|51,873,511.82
生产性生物资产||
油气资产||
使用权资产|32,315,645.89|
无形资产|89,680,215.17|92,576,605.25
开发支出||
商誉||
长期待摊费用|22,298,086.04|721,086.06
递延所得税资产|63,348,018.00|53,171,052.11
其他非流动资产|21,969,431.90|6,170,750.14
非流动资产合计|1,321,527,759.49|1,374,088,856.08
资产总计|6,532,024,303.76|6,198,151,530.04
流动负债：||
短期借款||
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|65,122,037.75|100,248,575.02
应付账款|1,283,693,481.00|1,202,682,331.07
预收款项|525,000.00|874,276.00
合同负债|11,200,619.95|10,433,797.73
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|179,715,286.60|204,385,899.75
应交税费|45,549,689.99|84,607,045.22
page|97
其他应付款|11,033,406.84|11,473,287.11
其中：应付利息||
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|6,345,844.96|
其他流动负债|667,283.10|304,376.02
流动负债合计|1,603,852,650.19|1,615,009,587.92
非流动负债：||
保险合同准备金||
长期借款||
应付债券||
其中：优先股||
永续债||
租赁负债|26,092,586.95|
长期应付款||
长期应付职工薪酬|73,910,000.00|
预计负债||
递延收益|147,216,545.91|162,080,094.82
递延所得税负债||
其他非流动负债||
非流动负债合计|247,219,132.86|162,080,094.82
负债合计|1,851,071,783.05|1,777,089,682.74
所有者权益：||
股本|705,816,160.00|705,816,160.00
其他权益工具||
其中：优先股||
永续债||
资本公积|2,037,997,973.73|2,037,997,973.73
减：库存股||
其他综合收益|-130,140,631.53|-3,395,871.77
专项储备||
盈余公积|353,998,998.11|328,450,796.13
page|98
一般风险准备||
未分配利润|1,708,010,230.87|1,348,302,421.96
归属于母公司所有者权益合计|4,675,682,731.18|4,417,171,480.05
少数股东权益|5,269,789.53|3,890,367.25
所有者权益合计|4,680,952,520.71|4,421,061,847.30
负债和所有者权益总计|6,532,024,303.76|6,198,151,530.04
