page|99
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||265,466,253.51|44,989,980.06
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金|（七十八）|10,873,781.91|13,537,727.11
经营活动现金流入小计||276,340,035.42|58,527,707.17
购买商品、接受劳务支付的现金||99,832,116.71|22,730,519.72
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
page|100
支付保单红利的现金|||
支付给职工及为职工支付的现金||46,923,536.59|33,560,407.98
支付的各项税费||36,948,014.21|2,344,337.59
支付其他与经营活动有关的现金|（七十八）|32,433,354.83|10,596,723.52
经营活动现金流出小计||216,137,022.34|69,231,988.81
经营活动产生的现金流量净额||60,203,013.08|-10,704,281.64
二、投资活动产生的现金流量：|||
收回投资收到的现金||502,298,850.81|
取得投资收益收到的现金|||
处置固定资产、无形资产和其他长期资产收回的现金净额||3,335,814.50|235,863.29
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|（七十八）||1,460,890,474.00
投资活动现金流入小计||505,634,665.31|1,461,126,337.29
购建固定资产、无形资产和其他长期资产支付的现金||14,711,051.29|3,757,915.67
投资支付的现金||318,200,000.00|
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||309,036,851.82|
支付其他与投资活动有关的现金|（七十八）||1,430,330,000.00
投资活动现金流出小计||641,947,903.11|1,434,087,915.67
投资活动产生的现金流量净额||-136,313,237.80|27,038,421.62
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||82,829,000.00|
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||82,829,000.00|
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金|||
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|（七十八）|999,650.58|
筹资活动现金流出小计||999,650.58|
筹资活动产生的现金流||81,829,349.42|
page|101
量净额|||
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||5,719,124.70|16,334,139.98
加：期初现金及现金等价物余额||73,364,084.78|57,029,944.80
六、期末现金及现金等价物余额||79,083,209.48|73,364,084.78
