page|154
项目|2021 年度|2020 年度
一、营业总收入|226,225,162|194,921,555
其中：营业收入|226,225,162|194,921,555
page|155
利息收入||
已赚保费||
手续费及佣金收入||
二、营业总成本|218,826,796|182,023,309
其中：营业成本|207,723,425|173,462,127
利息支出||
手续费及佣金支出||
退保金||
赔付支出净额||
提取保险责任合同准备金净额||
保单红利支出||
分保费用||
税金及附加|545,508|455,731
销售费用|6,625,875|5,897,998
管理费用|3,417,649|2,853,121
研发费用|255,577|182,841
财务费用|258,762|-828,509
其中：利息费用|1,905,258|1,848,605
利息收入|1,800,488|2,563,537
加：其他收益|249,342|345,341
投资收益（损失以“－”号填列）|-1,708,677|-2,289,783
其中：对联营企业和合营企业的投资收益|29,474|151,263
以摊余成本计量的金融资产终止确认收益||
汇兑收益（损失以“-”号填列）||
净敞口套期收益（损失以“－”号填列）||
公允价值变动收益（损失以“－”号填列）|866,107|-1,259,194
信用减值损失（损失以“-”号填列）|-13,505|-796
资产减值损失（损失以“-”号填列）|-458,584|-739,743
page|156
资产处置收益（损失以“-”号填列）|96,581|-35,512
三、营业利润（亏损以“－”号填列）|6,429,630|8,918,559
加：营业外收入|153,431|268,404
减：营业外支出|405,797|241,151
四、利润总额（亏损总额以“－”号填列）|6,177,264|8,945,812
减：所得税费用|1,688,559|2,380,997
五、净利润（净亏损以“－”号填列）|4,488,705|6,564,815
（一）按经营持续性分类||
1.持续经营净利润（净亏损以“－”号填列）|4,488,705|6,564,815
2.终止经营净利润（净亏损以“－”号填列）||
（二）按所有权归属分类||
1.归属于母公司股东的净利润|4,131,620|6,000,874
2.少数股东损益|357,085|563,941
六、其他综合收益的税后净额|-75,376|-6,036
归属母公司所有者的其他综合收益的税后净额|-65,357|-17,858
（一）不能重分类进损益的其他综合收益|44,269|-75,563
1.重新计量设定受益计划变动额||
2.权益法下不能转损益的其他综合收益||
3.其他权益工具投资公允价值变动|44,269|-75,563
4.企业自身信用风险公允价值变动||
5.其他||
（二）将重分类进损益的其他综合收益|-109,626|57,705
1.权益法下可转损益的其他综合收益||
2.其他债权投资公允价值变动||
3.金融资产重分类计入其他||
page|157
综合收益的金额||
4.其他债权投资信用减值准备||
5.现金流量套期储备||
6.外币财务报表折算差额|32,713|-102,114
7.其他||
8.与交易相关的被套期项目进行套期的期权时间价值、远期合同的远期要素或金融工具的外汇基差|-142,339|159,819
归属于少数股东的其他综合收益的税后净额|-10,019|11,822
七、综合收益总额|4,413,329|6,558,779
归属于母公司所有者的综合收益总额|4,066,263|5,983,016
归属于少数股东的综合收益总额|347,066|575,763
八、每股收益：||
（一）基本每股收益（元）|0.76|1.21
（二）稀释每股收益（元）|0.76|1.21
