page|149
项目|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：||
货币资金|43,835,112|55,334,057
结算备付金||
拆出资金||
交易性金融资产|11,980,468|2,493,233
衍生金融资产|521,168|874,167
应收票据||
应收账款|8,803,400|7,133,487
应收款项融资|792,592|1,059,227
预付款项|4,254,892|5,091,484
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|3,909,606|4,193,901
其中：应收利息||
应收股利||
买入返售金融资产||
存货|46,905,873|40,181,880
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|4,014,614|3,544,331
流动资产合计|125,017,725|119,905,767
非流动资产：||
发放贷款和垫款||
衍生金融资产||3,118
page|150
债权投资||
其他债权投资||
长期应收款||
长期股权投资|2,850,433|2,705,600
其他权益工具投资|950,588|891,563
其他非流动金融资产||
投资性房地产|243,560|212,457
固定资产|32,195,893|27,177,684
在建工程|7,168,241|6,341,260
生产性生物资产||
油气资产||
使用权资产|231,167|274,450
无形资产|13,850,097|12,620,159
开发支出||
商誉|5,987,688|5,987,688
长期待摊费用|198,054|150,665
递延所得税资产|708,738|533,258
其他非流动资产|17,847,753|2,373,653
非流动资产合计|82,232,212|59,271,555
资产总计|207,249,937|179,177,322
流动负债：||
短期借款|78,723,554|62,308,111
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债|1,136,580|2,604,739
应付票据|1,563,002|1,076,107
应付账款|5,495,559|5,747,568
预收款项||
合同负债|4,689,049|4,611,743
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
page|151
应付职工薪酬|1,305,288|1,264,475
应交税费|588,856|1,389,476
其他应付款|4,169,215|3,826,338
其中：应付利息||
应付股利|28,520|7,070
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|2,436,417|63,055
其他流动负债|2,894,454|2,803,040
流动负债合计|103,001,974|85,694,652
非流动负债：||
保险合同准备金||
长期借款|11,003,161|4,736,784
衍生金融负债|297,592|164,172
应付债券|500,277|
其中：优先股||
永续债||
租赁负债|135,933|184,017
长期应付款||
长期应付职工薪酬||
预计负债|26,188|11,266
递延收益|631,167|481,666
递延所得税负债|436,832|327,176
其他非流动负债|108,385|84,122
非流动负债合计|13,139,535|5,989,203
负债合计|116,141,509|91,683,855
所有者权益：||
股本|5,421,592|5,421,592
其他权益工具||
其中：优先股||
永续债||
资本公积|36,597,677|36,894,882
减：库存股||
page|152
其他综合收益|535,025|600,382
专项储备||
盈余公积|1,968,426|1,219,629
一般风险准备||
未分配利润|42,178,141|39,397,115
归属于母公司所有者权益合计|86,700,861|83,533,600
少数股东权益|4,407,567|3,959,867
所有者权益合计|91,108,428|87,493,467
负债和所有者权益总计|207,249,937|179,177,322
