page|77
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金|||1,190,122,741.58      2,122,234,371.95
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||21,908,498.49         16,082,126.00
收到其他与经营活动有关的现金|七、76||109,424,249.20        267,600,755.78
经营活动现金流入小计||1,321,455,489.27|2,405,917,253.73
购买商品、接受劳务支付的现金|||1,033,068,951.89      1,888,097,293.57
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||66,851,259.02|62,098,818.98
支付的各项税费|||59,495,927.77         43,059,359.19
支付其他与经营活动有关的|七、76||23,198,480.75        276,266,660.91
page|78
现金|||
经营活动现金流出小计||1,182,614,619.43|2,269,522,132.65
经营活动产生的现金流量净额||138,840,869.84|136,395,121.08
二、投资活动产生的现金流量：|||
收回投资收到的现金|||136,611,068.91         76,376,604.61
取得投资收益收到的现金|||522,959.80          2,063,809.83
处置固定资产、无形资产和其他长期资产收回的现金净额|||-              45,000.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||137,134,028.71|78,485,414.44
购建固定资产、无形资产和其他长期资产支付的现金|||11,562,575.64         12,285,217.87
投资支付的现金|||39,392,409.06        135,222,489.98
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||21,500,000.00         10,335,000.00
支付其他与投资活动有关的现金|七、76|63,283.38|
投资活动现金流出小计||72,518,268.08|157,842,707.85
投资活动产生的现金流量净额||64,615,760.63|-79,357,293.41
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||240,000,000.00|353,000,000.00
收到其他与筹资活动有关的现金|七、76||130,000,000.00        390,500,000.00
筹资活动现金流入小计||370,000,000.00|743,500,000.00
偿还债务支付的现金|||200,000,000.00        418,000,000.00
分配股利、利润或偿付利息支付的现金|||21,105,666.66         21,666,877.44
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、76||239,027,986.36        413,472,286.36
筹资活动现金流出小计||460,133,653.02|853,139,163.80
筹资活动产生的现金流量净额||-90,133,653.02|-109,639,163.80
四、汇率变动对现金及现金等价物的影响||-1.88|1.55
五、现金及现金等价物净增加额||113,322,975.57|-52,601,334.58
加：期初现金及现金等价物余额|||71,845,780.95        124,447,115.53
六、期末现金及现金等价物余额||185,168,756.52|71,845,780.95
