page|110
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|六、(一）|889,282,566.07|55,997,801.26
结算备付金|||
拆出资金|||
交易性金融资产|||
衍生金融资产|||
应收票据|六、(二）|372,208.58|
应收账款|六、(三）|116,354,924.73|133,388,105.02
应收款项融资|||
预付款项|六、(四）|3,216,156.79|1,340,659.29
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|六、(五）|15,884,043.39|10,507,119.47
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|六、(六）|92,442,708.95|73,920,523.83
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|六、(七）|9,332,973.24|1,766,130.97
流动资产合计||1,126,885,581.75|276,920,339.84
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资|六、(八）|1,939,342.40|
其他非流动金融资产|||
投资性房地产|||
page|111
固定资产|六、(九）|152,156,991.16|85,947,046.81
在建工程|六、(十）|38,146,209.02|19,476,590.54
生产性生物资产|||
油气资产|||
使用权资产|六、(十一）|87,979,152.47|
无形资产|六、(十二）|28,194,286.23|27,411,598.48
开发支出|||
商誉|六、(十三）|591,802.25|591,802.25
长期待摊费用|六、(十四）|31,237,691.86|21,542,839.35
递延所得税资产|六、(十五）|29,433,725.90|19,184,447.97
其他非流动资产|六、(十六）|3,479,790.31|4,435,955.18
非流动资产合计||373,158,991.60|178,590,280.58
资产总计||1,500,044,573.35|455,510,620.42
流动负债：|||
短期借款|六、(十七）|107,439,546.69|28,975,251.78
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|||
应付账款|六、(十八）|91,147,691.25|67,848,342.33
预收款项|||-
合同负债|六、(十九）|182,309.66|1,274.98
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|六、(二十）|7,767,320.97|12,394,296.57
应交税费|六、(二十一）|2,054,432.28|10,433,564.55
其他应付款|六、(二十二）|22,556,688.86|6,110,814.69
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
page|112
持有待售负债|||
一年内到期的非流动负债|六、(二十三）|42,145,519.29|5,270,964.78
其他流动负债|六、(二十四）|184,828.48|104,113.75
流动负债合计||273,478,337.48|131,138,623.43
非流动负债：|||
保险合同准备金|||
长期借款|六、(二十五）||5,006,388.89
应付债券|||
其中：优先股|||
永续债|||
租赁负债|六、(二十六）|73,179,137.55|
长期应付款|六、(二十七）|7,425,042.82|261,033.85
长期应付职工薪酬|||
预计负债|||
递延收益|六、(二十八）|188,965.90|220,965.94
递延所得税负债|六、(十五）|23,404,995.03|15,751,326.12
其他非流动负债|||
非流动负债合计||104,198,141.30|21,239,714.80
负债合计||377,676,478.78|152,378,338.23
所有者权益（或股东权益）：|||
实收资本（或股本）|六、(二十九）|80,000,000.00|60,000,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|六、(三十）|940,268,415.39|187,416,281.26
减：库存股|||
其他综合收益|六、(三十一）|-183,142.19|-96,619.63
专项储备|||
盈余公积|六、(三十二）|12,879,474.47|7,986,231.77
一般风险准备|||
未分配利润|六、(三十三）|87,779,346.87|45,235,288.34
归属于母公司所有者权益（或股东权益）合计||1,120,744,094.54|300,541,181.74
少数股东权益||1,624,000.03|2,591,100.45
所有者权益（或股东权益）合计||1,122,368,094.57|303,132,282.19
page|113
负债和所有者权益（或股东权益）总计||1,500,044,573.35|455,510,620.42
