page|80
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||16,382,837,306.32|17,963,427,354.82
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||3,664,209.98|4,054,473.38
收到其他与经营活动有关的现金||430,520,205.60|324,813,992.10
经营活动现金流入小计||16,817,021,721.90|18,292,295,820.30
购买商品、接受劳务支付的现金||11,747,323,823.13|13,747,276,606.84
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
page|81
支付保单红利的现金|||
支付给职工及为职工支付的现金||1,196,355,567.76|1,464,743,842.95
支付的各项税费||468,305,393.91|566,436,832.55
支付其他与经营活动有关的现金||609,802,142.92|2,025,367,891.67
经营活动现金流出小计||14,021,786,927.72|17,803,825,174.01
经营活动产生的现金流量净额||2,795,234,794.18|488,470,646.29
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金|||
处置固定资产、无形资产和其他长期资产收回的现金净额||145,888,348.85|2,592,489.12
处置子公司及其他营业单位收到的现金净额||419,572,390.34|
收到其他与投资活动有关的现金|||
投资活动现金流入小计||565,460,739.19|2,592,489.12
购建固定资产、无形资产和其他长期资产支付的现金||886,083,256.68|1,678,812,799.18
投资支付的现金||10,000,000.00|
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||5,464,599.24|
投资活动现金流出小计||901,547,855.92|1,678,812,799.18
投资活动产生的现金流量净额||-336,087,116.73|-1,676,220,310.06
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||10,000,000.00|
其中：子公司吸收少数股东投资收到的现金||10,000,000.00|
取得借款收到的现金||19,696,053,239.17|16,549,150,424.79
收到其他与筹资活动有关的现金||3,139,533,743.03|2,008,415,208.67
筹资活动现金流入小计||22,845,586,982.20|18,557,565,633.46
偿还债务支付的现金||22,174,688,028.28|15,289,101,073.79
分配股利、利润或偿付利息支付的现金||1,248,843,992.77|1,401,015,586.58
其中：子公司支付给少数股东的股利、利润||22,632,841.80|1,470,000.00
支付其他与筹资活动有关的现金||1,312,785,549.94|798,689,190.56
筹资活动现金流出小计||24,736,317,570.99|17,488,805,850.93
筹资活动产生的现金流量净额||-1,890,730,588.79|1,068,759,782.53
四、汇率变动对现金及现金等价物的影响||-1,328,806.18|-1,297,007.81
五、现金及现金等价物净增加额||567,088,282.48|-120,286,889.05
加：期初现金及现金等价物余额||1,110,314,916.36|1,230,601,805.41
六、期末现金及现金等价物余额||1,677,403,198.84|1,110,314,916.36
