page|104
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||291,991,463.56|248,214,871.95
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
page|105
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||24,164,033.06|11,122,833.06
收到其他与经营活动有关的现金|七、78|23,151,467.97|21,647,195.45
经营活动现金流入小计||339,306,964.59|280,984,900.46
购买商品、接受劳务支付的现金||132,156,843.73|91,162,889.75
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||94,464,855.07|69,541,397.10
支付的各项税费||29,518,829.37|26,382,138.59
支付其他与经营活动有关的现金|七、78|43,811,497.74|31,695,350.92
经营活动现金流出小计||299,952,025.91|218,781,776.36
经营活动产生的现金流量净额||39,354,938.68|62,203,124.10
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||1,945,384.28|355,002.04
处置固定资产、无形资产和其他长期资产收回的现金净额|||
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78|104,110,000.00|85,810,000.00
投资活动现金流入小计||106,055,384.28|86,165,002.04
购建固定资产、无形资产和其他长期资产支付的现金||75,805,283.48|61,658,729.46
投资支付的现金||50,000,000.00|
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78|287,110,000.00|85,810,000.00
投资活动现金流出小计||412,915,283.48|147,468,729.46
投资活动产生的现金流量净额||-306,859,899.20|-61,303,727.42
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||624,750,000.00
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||62,000,000.00|5,000,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||62,000,000.00|629,750,000.00
偿还债务支付的现金||12,000,000.00|5,000,000.00
page|106
分配股利、利润或偿付利息支付的现金||30,777,208.25|25,270,879.17
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78||75,370,876.52
筹资活动现金流出小计||42,777,208.25|105,641,755.69
筹资活动产生的现金流量净额||19,222,791.75|524,108,244.31
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||-248,282,168.77|525,007,640.99
加：期初现金及现金等价物余额||602,405,009.88|77,397,368.89
六、期末现金及现金等价物余额||354,122,841.11|602,405,009.88
