page|58
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金||557,719,641.96|353,493,702.26
结算备付金|||
拆出资金|||
交易性金融资产|||
以公允价值计量且其变动计入当期损益的金融资产|||
衍生金融资产|||
应收票据||36,823,500.00|254,004,575.34
应收账款||686,516,795.63|678,430,084.78
应收款项融资||97,912,431.04|
预付款项||146,577,988.06|71,940,286.35
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||25,054,143.34|44,356,160.95
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货||393,345,505.68|341,181,148.83
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产||95,799,072.21|92,908,679.67
流动资产合计||2,039,749,077.92|1,836,314,638.18
非流动资产：|||
发放贷款和垫款|||
债权投资|||
可供出售金融资产|||1,290,000
其他债权投资|||
持有至到期投资|||
长期应收款|||
长期股权投资||252,299,706.21|476,007,583.16
其他权益工具投资||4,050,000.00|
其他非流动金融资产|||
投资性房地产||23,060,627.16|24,800,851.80
固定资产||43,132,336.07|45,298,371.12
在建工程||51,922,600.15|
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产||88,787,789.68|133,515,204.74
page|59
开发支出|||
商誉||155,266,639.23|155,266,639.23
长期待摊费用||1,688,728.31|1,658,219.07
递延所得税资产||81,587,632.09|22,263,072.74
其他非流动资产||171,101.60|
非流动资产合计||701,967,160.50|860,099,941.86
资产总计||2,741,716,238.42|2,696,414,580.04
流动负债：|||
短期借款||813,000,000.00|523,000,000.00
向中央银行借款|||
拆入资金|||
交易性金融负债|||
以公允价值计量且其变动计入当期损益的金融负债|||
衍生金融负债|||
应付票据||469,936,560.76|203,485,560.52
应付账款||521,957,041.40|466,956,458.78
预收款项||185,712,636.92|145,582,101.13
合同负债|||
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||40,586,998.55|38,509,055.21
应交税费||8,894,641.86|54,679,789.76
其他应付款||92,967,453.77|34,301,904.69
其中：应付利息||1,465,387.29|819,848.40
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债||100,000,000.00|
其他流动负债||47,726,596.32|18,040,058.84
流动负债合计||2,280,781,929.58|1,484,554,928.93
非流动负债：|||
保险合同准备金|||
长期借款|||100,000,000.00
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|||2,108,716.59
递延收益|||
递延所得税负债||2,433,636.10|2,750,189.88
其他非流动负债|||
非流动负债合计||2,433,636.10|104,858,906.47
page|60
负债合计||2,283,215,565.68|1,589,413,835.40
所有者权益（或股东权益）：|||
实收资本（或股本）||439,040,000.00|313,600,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积||54,423,237.21|180,447,923.43
减：库存股|||
其他综合收益||2,346,000.00|
专项储备|||
盈余公积||55,324,857.82|55,324,857.82
一般风险准备|||
未分配利润||-100,277,601.90|555,375,532.24
归属于母公司所有者权益（或股东权益）合计||450,856,493.13|1,104,748,313.49
少数股东权益||7,644,179.61|2,252,431.15
所有者权益（或股东权益）合计||458,500,672.74|1,107,000,744.64
负债和所有者权益（或股东权益）总计||2,741,716,238.42|2,696,414,580.04
