page|67
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金||2,616,750,261.59|1,456,275,995.86
结算备付金|||
拆出资金|||
交易性金融资产||116,080,000.00|
以公允价值计量且其变动计入当期损益的金融资产|||
衍生金融资产|||
应收票据|||182,658,189.25
应收账款||3,945,385,160.97|5,327,802,216.25
应收款项融资||218,884,909.95|
预付款项||485,049,608.07|577,011,390.01
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||313,164,158.49|457,040,591.25
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货||1,317,494,119.71|1,152,289,853.69
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产||34,597,026.50|35,661,994.97
流动资产合计||9,047,405,245.28|9,188,740,231.28
非流动资产：|||
发放贷款和垫款|||
债权投资|||
可供出售金融资产|||481,518,955.32
其他债权投资|||
持有至到期投资|||
长期应收款||240,000,000.00|240,000,000.00
长期股权投资||435,127,085.69|395,352,828.17
其他权益工具投资|||
其他非流动金融资产||394,591,296.50|
投资性房地产||66,881,101.25|71,426,813.69
固定资产||613,566,407.27|654,199,659.63
在建工程||137,343,458.10|79,164,911.53
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产||400,368,103.31|413,539,601.45
开发支出||111,333,574.20|107,588,083.00
page|68
商誉||1,103,271,603.24|1,273,391,451.99
长期待摊费用||8,688,113.68|16,033,378.25
递延所得税资产||46,580,544.65|30,436,822.43
其他非流动资产||194,540,000.00|194,540,000.00
非流动资产合计||3,752,291,287.89|3,957,192,505.46
资产总计||12,799,696,533.17|13,145,932,736.74
流动负债：|||
短期借款||2,984,201,795.93|1,376,400,000.00
向中央银行借款|||
拆入资金|||
交易性金融负债|||
以公允价值计量且其变动计入当期损益的金融负债|||
衍生金融负债|||
应付票据||2,036,078,085.96|2,090,259,523.39
应付账款||1,342,299,061.54|2,397,450,958.44
预收款项||270,867,633.31|264,120,858.47
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||7,904,078.88|9,459,725.08
应交税费||208,510,165.29|223,726,585.83
其他应付款||646,478,542.29|357,510,078.23
其中：应付利息|||29,845,074.86
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债||465,850,419.45|57,190,000.00
其他流动负债||314,715,809.05|
流动负债合计||8,276,905,591.70|6,776,117,729.44
非流动负债：|||
保险合同准备金|||
长期借款||166,272,916.44|643,681,816.00
应付债券||81,867,449.40|1,281,187,198.64
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益||52,456,993.00|56,743,338.62
递延所得税负债||5,032,001.37|5,296,508.43
其他非流动负债|||
非流动负债合计||305,629,360.21|1,986,908,861.69
负债合计||8,582,534,951.91|8,763,026,591.13
所有者权益（或股东权益）：|||
page|69
实收资本（或股本）||866,298,784.00|866,298,784.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积||2,474,239,758.35|2,488,987,862.43
减：库存股||90,773,946.46|174,824,068.42
其他综合收益||170,872.48|173,389.38
专项储备|||
盈余公积||104,050,836.58|97,970,211.84
一般风险准备|||
未分配利润||630,308,626.19|729,556,091.90
归属于母公司所有者权益（或股东权益）合计||3,984,294,931.14|4,008,162,271.13
少数股东权益||232,866,650.12|374,743,874.48
所有者权益（或股东权益）合计||4,217,161,581.26|4,382,906,145.61
负债和所有者权益（或股东权益）总计||12,799,696,533.17|13,145,932,736.74
