page|71
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
page|72
销售商品、提供劳务收到的现金||407,894,436.43|328,076,789.19
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||1,338,366.43|1,065,321.74
收到其他与经营活动有关的现金|76|10,156,534.82|16,323,999.35
经营活动现金流入小计||419,389,337.68|345,466,110.28
购买商品、接受劳务支付的现金||197,640,807.50|167,600,312.27
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||109,828,324.74|92,616,038.57
支付的各项税费||25,551,030.83|18,317,206.08
支付其他与经营活动有关的现金|76|33,222,609.40|31,046,130.85
经营活动现金流出小计||366,242,772.47|309,579,687.77
经营活动产生的现金流量净额||53,146,565.21|35,886,422.51
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||1,855,270.72|1,287,428.39
处置固定资产、无形资产和其他长期资产收回的现金净额||338,990.00|130,361.56
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|76|120,620,000.00|100,000,000.00
page|73
投资活动现金流入小计||122,814,260.72|101,417,789.95
购建固定资产、无形资产和其他长期资产支付的现金||29,025,007.99|77,025,496.48
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||51,660,286.42|
支付其他与投资活动有关的现金|76|80,620,000.00|80,000,000.00
投资活动现金流出小计||161,305,294.41|157,025,496.48
投资活动产生的现金流量净额||-38,491,033.69|-55,607,706.53
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||143,248,000.00|118,841,817.10
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||143,248,000.00|118,841,817.10
偿还债务支付的现金||118,000,000.00|80,841,817.10
分配股利、利润或偿付利息支付的现金||12,735,350.78|12,909,124.62
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|||471,698.11
筹资活动现金流出小计||130,735,350.78|94,222,639.83
筹资活动产生的现金流量净额||12,512,649.22|24,619,177.27
四、汇率变动对现金及现金等价物的影响||264,427.63|140,088.35
五、现金及现金等价物净增加额||27,432,608.37|5,037,981.60
加：期初现金及现金等价物余额||78,062,245.79|73,024,264.19
六、期末现金及现金等价物余额||105,494,854.16|78,062,245.79
