page|92
项目|2019 年度|2018 年度
一、营业总收入|723,766,459.30|626,710,368.71
其中：营业收入|723,766,459.30|626,710,368.71
利息收入||
已赚保费||
手续费及佣金收入||
二、营业总成本|675,706,850.99|607,527,011.29
其中：营业成本|452,352,089.47|403,740,256.00
利息支出||
手续费及佣金支出||
退保金||
赔付支出净额||
提取保险责任合同准备金净额||
保单红利支出||
分保费用||
税金及附加|6,401,593.19|6,695,942.90
销售费用|72,051,338.26|59,432,733.44
管理费用|91,486,444.93|93,312,113.79
研发费用|45,615,884.20|38,907,431.66
财务费用|7,799,500.94|5,438,533.50
其中：利息费用|9,557,741.20|7,773,103.72
利息收入|2,325,621.31|2,954,173.64
加：其他收益|24,178,612.49|35,539,307.15
投资收益（损失以“－”号填列）|1,385,678.06|272,816.43
其中：对联营企业和合营企业的投资收益||
以摊余成本计量的金融资产终止确认收益||
汇兑收益（损失以“-”号填列）||
净敞口套期收益（损失以“－”号填列）||
公允价值变动收益（损失以“－”号填列）||
page|93
信用减值损失（损失以“-”号填列）|-28,159,342.75|
资产减值损失（损失以“-”号填列）||-30,503,093.37
资产处置收益（损失以“-”号填列）|722,019.57|-29,134.42
三、营业利润（亏损以“－”号填列）|46,186,575.68|24,463,253.21
加：营业外收入|58,831.44|29,276.57
减：营业外支出|138,993.29|181,370.38
四、利润总额（亏损总额以“－”号填列）|46,106,413.83|24,311,159.40
减：所得税费用|1,723,991.25|2,803,956.23
五、净利润（净亏损以“－”号填列）|44,382,422.58|21,507,203.17
（一）按经营持续性分类||
1.持续经营净利润（净亏损以“－”号填列）|44,382,422.58|21,507,203.17
2.终止经营净利润（净亏损以“－”号填列）||
（二）按所有权归属分类||
1.归属于母公司所有者的净利润|43,153,626.44|20,423,328.33
2.少数股东损益|1,228,796.14|1,083,874.84
六、其他综合收益的税后净额|2,480,835.16|563,816.98
归属母公司所有者的其他综合收益的税后净额|2,480,835.16|563,816.98
（一）不能重分类进损益的其他综合收益|2,297,718.26|
1.重新计量设定受益计划变动额||
2.权益法下不能转损益的其他综合收益||
3.其他权益工具投资公允价值变动|2,297,718.26|
4.企业自身信用风险公允价值变动||
5.其他||
（二）将重分类进损益的其他综合收益|183,116.90|563,816.98
1.权益法下可转损益的其他综合收益||
2.其他债权投资公允价值变动||
3.可供出售金融资产公允价值变动损益||
4.金融资产重分类计入其他综合收益的金额||
5.持有至到期投资重分类为可供出售金融资产损益||
6.其他债权投资信用减值准备||
7.现金流量套期储备||
8.外币财务报表折算差额|183,116.90|563,816.98
9.其他||
归属于少数股东的其他综合收益的税后净额||
page|94
七、综合收益总额|46,863,257.74|22,071,020.15
归属于母公司所有者的综合收益总额|45,634,461.60|20,987,145.31
归属于少数股东的综合收益总额|1,228,796.14|1,083,874.84
八、每股收益：||
（一）基本每股收益|0.0795|0.0409
（二）稀释每股收益|0.0794|0.0409
