page|72
项目|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：||
货币资金|191,119,412.53|192,530,587.97
结算备付金||
拆出资金||
交易性金融资产||
以公允价值计量且其变动计入当期损益的金融资产||
衍生金融资产||
应收票据|210,229,030.53|86,998,385.41
应收账款|275,851,369.91|326,356,743.39
应收款项融资|8,791,682.66|
预付款项|18,477,289.17|23,631,218.15
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|13,139,906.41|35,049,422.01
其中：应收利息||
应收股利||
买入返售金融资产||
存货|125,153,510.12|100,906,991.73
合同资产||
持有待售资产||
一年内到期的非流动资产|67,595,925.09|371,496.71
其他流动资产|23,349,583.75|17,885,738.88
流动资产合计|933,707,710.17|783,730,584.25
非流动资产：||
发放贷款和垫款||
page|73
债权投资||
可供出售金融资产||40,501,349.00
其他债权投资||
持有至到期投资||
长期应收款|152,402,826.57|7,800,000.00
长期股权投资||1,080,514.60
其他权益工具投资|40,000,000.00|
其他非流动金融资产||
投资性房地产||
固定资产|407,024,129.58|479,795,337.87
在建工程|8,916,225.59|25,071,210.05
生产性生物资产||
油气资产||
使用权资产||
无形资产|31,814,236.10|36,583,210.88
开发支出||
商誉||184,570,229.72
长期待摊费用|15,953,153.69|48,641,282.10
递延所得税资产|57,609,286.70|32,207,026.23
其他非流动资产|63,222,248.26|48,672,720.37
非流动资产合计|776,942,106.49|904,922,880.82
资产总计|1,710,649,816.66|1,688,653,465.07
流动负债：||
短期借款|296,612,819.69|399,443,360.00
向中央银行借款||
拆入资金||
交易性金融负债||
以公允价值计量且其变动计入当期损益的金融负债||
衍生金融负债||
应付票据|49,644,497.46|36,327,292.13
应付账款|216,758,522.73|98,046,417.22
预收款项|2,942,027.36|32,970,692.40
合同负债||
page|74
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|33,668,145.87|35,091,067.34
应交税费|2,856,636.93|17,489,437.23
其他应付款|61,666,495.61|46,889,437.49
其中：应付利息||1,076,890.65
应付股利|101,570.36|503,856.53
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债||57,000,000.00
其他流动负债|13,582,002.81|8,610,654.75
流动负债合计|677,731,148.46|731,868,358.56
非流动负债：||
保险合同准备金||
长期借款||41,000,000.00
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款||
长期应付职工薪酬||
预计负债||
递延收益|30,276,641.67|36,134,141.67
递延所得税负债||920,975.76
其他非流动负债||
非流动负债合计|30,276,641.67|78,055,117.43
负债合计|708,007,790.13|809,923,475.99
所有者权益：||
股本|618,502,423.00|592,952,423.00
其他权益工具||
其中：优先股||
page|75
永续债||
资本公积|186,398,035.48|157,336,922.32
减：库存股|46,756,500.00|
其他综合收益||
专项储备||
盈余公积|73,737,390.91|64,318,244.06
一般风险准备||
未分配利润|172,200,641.80|56,730,915.77
归属于母公司所有者权益合计|1,004,081,991.19|871,338,505.15
少数股东权益|-1,439,964.66|7,391,483.93
所有者权益合计|1,002,642,026.53|878,729,989.08
负债和所有者权益总计|1,710,649,816.66|1,688,653,465.07
