page|111
项目|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：||
货币资金|400,671,448.49|308,060,026.01
结算备付金||
拆出资金||
交易性金融资产|100,000,000.00|50,000,000.00
衍生金融资产||
应收票据||
应收账款|350,384,594.82|295,777,123.90
应收款项融资||
预付款项|34,463,024.13|33,456,673.29
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|3,863,750.72|8,215,199.47
其中：应收利息||
page|112
应收股利||
买入返售金融资产||
存货|218,094,522.85|214,915,840.83
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|50,957,952.49|23,871,641.00
流动资产合计|1,158,435,293.50|934,296,504.50
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款||
长期股权投资|7,294,952.46|7,274,188.49
其他权益工具投资||
其他非流动金融资产|3,250,000.00|3,250,000.00
投资性房地产||
固定资产|756,424,968.44|585,864,280.68
在建工程|139,884,449.44|84,268,040.10
生产性生物资产||
油气资产||
使用权资产||
无形资产|102,666,361.63|103,852,801.88
开发支出||
商誉|617,678,283.00|617,678,283.00
长期待摊费用|11,251,577.82|8,792,267.13
递延所得税资产|9,084,834.15|6,522,731.21
其他非流动资产|25,800,138.00|21,003,121.28
非流动资产合计|1,673,335,564.94|1,438,505,713.77
资产总计|2,831,770,858.44|2,372,802,218.27
流动负债：||
短期借款|13,000,000.00|56,291,484.64
向中央银行借款||
拆入资金||
page|113
交易性金融负债||
衍生金融负债||
应付票据|50,000,000.00|25,700,000.00
应付账款|348,880,528.52|224,567,759.10
预收款项||19,423,617.33
合同负债|52,600,153.11|
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|48,893,330.26|18,744,678.75
应交税费|18,504,509.09|16,573,554.86
其他应付款|7,274,735.44|14,735,207.95
其中：应付利息|773,671.65|442,580.27
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|43,502,417.42|17,983,132.52
其他流动负债|16,056,804.62|
流动负债合计|598,712,478.46|394,019,435.15
非流动负债：||
保险合同准备金||
长期借款|171,688,615.98|140,032,524.13
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款||
长期应付职工薪酬||
预计负债||
递延收益|14,923,640.00|8,067,270.00
递延所得税负债|1,080,658.95|2,586,542.44
其他非流动负债||
page|114
非流动负债合计|187,692,914.93|150,686,336.57
负债合计|786,405,393.39|544,705,771.72
所有者权益：||
股本|295,468,065.00|196,995,362.00
其他权益工具||
其中：优先股||
永续债||
资本公积|848,405,244.92|944,838,835.21
减：库存股|1,029,331.86|11,434,400.71
其他综合收益|-201,752.30|14,856.01
专项储备||
盈余公积|88,605,358.33|67,998,226.54
一般风险准备||
未分配利润|792,844,775.47|612,283,146.59
归属于母公司所有者权益合计|2,024,092,359.56|1,810,696,025.64
少数股东权益|21,273,105.49|17,400,420.91
所有者权益合计|2,045,365,465.05|1,828,096,446.55
负债和所有者权益总计|2,831,770,858.44|2,372,802,218.27
