page|88
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||838,322,350.68|1,327,168,154.91
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金||49,415,297.24|867,961,536.84
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||5,347,656.87|
收到其他与经营活动有关的现金||2,988,355,076.91|10,901,355,801.38
经营活动现金流入小计||3,881,440,381.70|13,096,485,493.13
购买商品、接受劳务支付的现金||881,614,835.76|743,823,242.62
客户贷款及垫款净增加额||-2,705,768,729.25|2,055,340,288.43
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金||12,318,053.33|137,985,543.72
支付保单红利的现金|||
支付给职工及为职工支付的现金||60,816,506.05|58,524,723.77
page|89
支付的各项税费||33,192,837.22|117,906,861.00
支付其他与经营活动有关的现金||5,618,480,776.74|11,976,567,120.80
经营活动现金流出小计||3,900,654,279.85|15,090,147,780.34
经营活动产生的现金流量净额||-19,213,898.15|-1,993,662,287.20
二、投资活动产生的现金流量：|||
收回投资收到的现金||9,000,000.00|
取得投资收益收到的现金||12,093,550.00|
处置固定资产、无形资产和其他长期资产收回的现金净额|||
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||21,093,550.00|
购建固定资产、无形资产和其他长期资产支付的现金||421,924.50|1,644,504.06
投资支付的现金||5,000,000.00|367,450,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||5,421,924.50|369,094,504.06
投资活动产生的现金流量净额||15,671,625.50|-369,094,504.06
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||900,000.00
其中：子公司吸收少数股东投资收到的现金|||900,000.00
取得借款收到的现金||1,354,635,822.68|374,380,000.00
收到其他与筹资活动有关的现金||2,672,357,321.54|10,699,368,920.92
筹资活动现金流入小计||4,026,993,144.22|11,074,648,920.92
偿还债务支付的现金||423,774,873.98|344,492,160.76
分配股利、利润或偿付利息支付的现金||69,984,259.69|60,047,388.29
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||3,663,259,358.19|8,368,533,365.80
筹资活动现金流出小计||4,157,018,491.86|8,773,072,914.85
筹资活动产生的现金流量净额||-130,025,347.64|2,301,576,006.06
四、汇率变动对现金及现金等价物的影响|||
page|90
五、现金及现金等价物净增加额||-133,567,620.29|-61,180,785.20
加：期初现金及现金等价物余额||142,969,383.74|204,150,168.94
六、期末现金及现金等价物余额||9,401,763.45|142,969,383.74
