page|165
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||423,413,839.45|337,569,666.16
收到的税费返还|||
收到其他与经营活动有关的现金|七、78|27,488,662.73|58,018,091.27
经营活动现金流入小计||450,902,502.18|395,587,757.43
购买商品、接受劳务支付的现金||181,631,186.73|181,579,195.6
支付给职工及为职工支付的现金||167,173,162.94|138,289,572.34
支付的各项税费||15,729,159.31|3,396,119.56
支付其他与经营活动有关的现金|七、78|44,607,501.81|35,329,846.96
经营活动现金流出小计||409,141,010.79|358,594,734.46
经营活动产生的现金流量净额||41,761,491.39|36,993,022.97
二、投资活动产生的现金流量：|||
收回投资收到的现金||353,926,629.70|116,750,000.00
取得投资收益收到的现金||2,646,922.37|628,179.56
处置固定资产、无形资产和其他长期资产收回的现金净额||271,376.13|896,385.53
投资活动现金流入小计||356,844,928.20|118,274,565.09
购建固定资产、无形资产和其他长期资产支付的现金||73,050,860.37|57,362,052.78
投资支付的现金||300,000,000.00|232,550,000.00
投资活动现金流出小计||373,050,860.37|289,912,052.78
投资活动产生的现金流量净额||-16,205,932.17|-171,637,487.69
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||1,666,405,822.54|171,750,000.00
其中：子公司吸收少数股东投资收到的现金||0.00|20,000,000.00
page|166
取得借款收到的现金||37,770,000.00|39,542,500.00
收到其他与筹资活动有关的现金|七、78||871,352.07
筹资活动现金流入小计||1,704,175,822.54|212,163,852.07
偿还债务支付的现金||49,200,000.00|40,800,000.00
分配股利、利润或偿付利息支付的现金||1,429,648.34|2,858,944.53
支付其他与筹资活动有关的现金|七、78|22,850,190.22|3,280,158.52
筹资活动现金流出小计||73,479,838.56|46,939,103.05
筹资活动产生的现金流量净额||1,630,695,983.98|165,224,749.02
四、汇率变动对现金及现金等价物的影响||-4,481,688.72|-1,338,543.58
五、现金及现金等价物净增加额||1,651,769,854.48|29,241,740.72
加：期初现金及现金等价物余额||93,254,956.24|64,013,215.52
六、期末现金及现金等价物余额|七、79|1,745,024,810.72|93,254,956.24
