page|103
项目|附注五|本期金额|上期金额
一、经营活动产生的现金流量|||
销售商品、提供劳务收到的现金||4,213,239,649.78|3,829,820,653.36
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||301,867,978.36|250,224,283.58
收到其他与经营活动有关的现金|（五十六）|131,020,747.60|82,727,146.46
经营活动现金流入小计||4,646,128,375.74|4,162,772,083.40
购买商品、接受劳务支付的现金||1,818,462,500.46|1,730,950,685.14
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工以及为职工支付的现金||868,351,630.38|739,362,069.04
支付的各项税费||204,620,639.80|236,180,363.82
支付其他与经营活动有关的现金|（五十六）|375,415,256.60|405,754,382.03
经营活动现金流出小计||3,266,850,027.24|3,112,247,500.03
经营活动产生的现金流量净额||1,379,278,348.50|1,050,524,583.37
二、投资活动产生的现金流量|||
收回投资收到的现金|||
取得投资收益收到的现金||6,150,000.00|
处置固定资产、无形资产和其他长期资产收回的现金净额||114,942,291.36|59,416,352.13
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|（五十六）|20,676,047.37|
投资活动现金流入小计||141,768,338.73|59,416,352.13
购建固定资产、无形资产和其他长期资产支付的现金||1,462,395,140.24|1,113,579,966.70
投资支付的现金||15,000,000.00|5,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|（五十六）||28,590,038.20
投资活动现金流出小计||1,477,395,140.24|1,147,170,004.90
投资活动产生的现金流量净额||-1,335,626,801.51|-1,087,753,652.77
三、筹资活动产生的现金流量|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||3,463,862,780.00|1,963,332,920.00
收到其他与筹资活动有关的现金|（五十六）|17,006,516.67|363,000,000.00
筹资活动现金流入小计||3,480,869,296.67|2,326,332,920.00
偿还债务支付的现金||3,574,790,880.00|1,956,974,107.94
分配股利、利润或偿付利息支付的现金||173,662,753.32|152,722,734.85
其中：子公司支付给少数股东的股利、利润||49,000,000.00|20,000,000.00
支付其他与筹资活动有关的现金|（五十六）|114,612,751.23|276,806,002.64
筹资活动现金流出小计||3,863,066,384.55|2,386,502,845.43
筹资活动产生的现金流量净额||-382,197,087.88|-60,169,925.43
四、汇率变动对现金及现金等价物的影响||-34,161,568.88|30,760,899.03
五、现金及现金等价物净增加额||-372,707,109.77|-66,638,095.80
加：期初现金及现金等价物余额||867,015,113.75|933,653,209.55
六、期末现金及现金等价物余额||494,308,003.98|867,015,113.75
