page|79
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,122,328,574.39|2,195,600,447.83
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||23,672,841.74|32,925,754.92
收到其他与经营活动有关的现金||50,756,871.03|34,814,237.92
经营活动现金流入小计||2,196,758,287.16|2,263,340,440.67
购买商品、接受劳务支付的现金||1,421,087,088.72|1,443,585,033.48
客户贷款及垫款净增加额|||
page|80
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||454,533,360.83|452,330,144.90
支付的各项税费||65,883,051.06|100,679,678.68
支付其他与经营活动有关的现金||329,373,263.67|263,146,463.53
经营活动现金流出小计||2,270,876,764.28|2,259,741,320.59
经营活动产生的现金流量净额||-74,118,477.12|3,599,120.08
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||2,132,708.72|1,729,136.97
处置固定资产、无形资产和其他长期资产收回的现金净额||413,255.45|166,181.53
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||546,917,900.00|420,000,000.00
投资活动现金流入小计||549,463,864.17|421,895,318.50
购建固定资产、无形资产和其他长期资产支付的现金||48,353,035.13|32,320,096.07
投资支付的现金||13,091,832.00|7,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||540,000,000.00|420,000,000.00
投资活动现金流出小计||601,444,867.13|459,320,096.07
投资活动产生的现金流量净额||-51,981,002.96|-37,424,777.57
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||500,000.00
其中：子公司吸收少数股东投资收到的现金|||500,000.00
取得借款收到的现金||407,418,662.54|348,614,481.29
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||407,418,662.54|349,114,481.29
偿还债务支付的现金||359,383,432.12|333,941,842.61
分配股利、利润或偿付利息支付的现金||63,770,433.74|78,528,824.47
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||8,039,686.33|
筹资活动现金流出小计||431,193,552.19|412,470,667.08
筹资活动产生的现金流量净额||-23,774,889.65|-63,356,185.79
四、汇率变动对现金及现金等价物的影响||-3,795,058.19|-5,607,059.50
五、现金及现金等价物净增加额||-153,669,427.92|-102,788,902.78
加：期初现金及现金等价物余额||790,554,691.58|893,343,594.36
六、期末现金及现金等价物余额||636,885,263.66|790,554,691.58
