page|77
项目|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：||
货币资金|628,117,463.00|551,045,649.34
结算备付金||
拆出资金||
交易性金融资产|151,467.56|
衍生金融资产||
应收票据|3,687,133.25|12,639,624.45
应收账款|542,807,898.50|432,403,065.75
应收款项融资|260,417,059.11|177,306,141.41
预付款项|81,509,901.40|54,874,241.56
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|6,712,776.80|19,570,880.60
其中：应收利息||
应收股利||
买入返售金融资产||
存货|752,866,786.17|841,421,186.81
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|40,194,911.79|42,795,891.69
流动资产合计|2,316,465,397.58|2,132,056,681.61
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款||
长期股权投资|75,489,512.32|78,530,336.02
page|78
其他权益工具投资|23,015,670.04|28,461,684.04
其他非流动金融资产||
投资性房地产||
固定资产|850,493,672.36|919,219,493.46
在建工程|14,327,840.38|11,979,859.10
生产性生物资产||
油气资产||
使用权资产||
无形资产|183,582,377.22|189,878,925.59
开发支出||
商誉|15,951,782.15|15,951,782.15
长期待摊费用|12,859,727.45|14,042,761.44
递延所得税资产|36,608,416.73|96,834,621.00
其他非流动资产|11,083,646.13|5,353,107.59
非流动资产合计|1,223,412,644.78|1,360,252,570.39
资产总计|3,539,878,042.36|3,492,309,252.00
流动负债：||
短期借款|703,350,950.52|677,289,749.51
向中央银行借款||
拆入资金||
交易性金融负债||787,769.03
衍生金融负债||
应付票据|237,096,841.69|299,487,176.73
应付账款|569,835,790.70|617,490,570.93
预收款项|5,729,645.58|300,575,799.47
合同负债|287,523,701.32|
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|38,307,321.07|33,113,748.66
应交税费|7,545,436.78|9,464,580.13
其他应付款|23,653,982.21|18,320,088.29
其中：应付利息||
page|79
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|34,179,961.39|67,568,520.17
其他流动负债|17,142,739.28|
流动负债合计|1,924,366,370.54|2,024,098,002.92
非流动负债：||
保险合同准备金||
长期借款|137,842,921.87|30,529,165.18
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款|7,768,729.00|17,357,461.55
长期应付职工薪酬||
预计负债||
递延收益|10,133,590.64|12,390,691.60
递延所得税负债|990,701.33|915,817.59
其他非流动负债||
非流动负债合计|156,735,942.84|61,193,135.92
负债合计|2,081,102,313.38|2,085,291,138.84
所有者权益：||
股本|471,416,592.00|472,741,642.00
其他权益工具||
其中：优先股||
永续债||
资本公积|839,763,132.64|867,708,472.86
减：库存股||8,100,711.26
其他综合收益|-51,394,737.88|-45,331,791.92
专项储备|22,876,539.20|19,262,355.51
盈余公积|68,069,032.27|68,069,032.27
一般风险准备||
未分配利润|112,473,409.32|41,056,527.00
page|80
归属于母公司所有者权益合计|1,463,203,967.55|1,415,405,526.46
少数股东权益|-4,428,238.57|-8,387,413.30
所有者权益合计|1,458,775,728.98|1,407,018,113.16
负债和所有者权益总计|3,539,878,042.36|3,492,309,252.00
