page|103
项目|2021 年度|2020 年度
一、经营活动产生的现金流量：||
销售商品、提供劳务收到的现金|3,420,878,383.14|3,184,297,799.92
客户存款和同业存放款项净增加额||
向中央银行借款净增加额||
向其他金融机构拆入资金净增加额||
page|104
项目|2021 年度|2020 年度
收到原保险合同保费取得的现金||
收到再保业务现金净额||
保户储金及投资款净增加额||
收取利息、手续费及佣金的现金||
拆入资金净增加额||
回购业务资金净增加额||
代理买卖证券收到的现金净额||
收到的税费返还|5,853,135.36|18,509,473.75
收到其他与经营活动有关的现金|237,458,092.06|268,340,302.20
经营活动现金流入小计|3,664,189,610.56|3,471,147,575.87
购买商品、接受劳务支付的现金|1,724,573,767.18|1,409,962,763.50
客户贷款及垫款净增加额||
存放中央银行和同业款项净增加额||
支付原保险合同赔付款项的现金||
拆出资金净增加额||
支付利息、手续费及佣金的现金||
支付保单红利的现金||
支付给职工以及为职工支付的现金|1,505,408,599.48|1,345,208,878.18
支付的各项税费|63,941,841.89|41,514,834.59
支付其他与经营活动有关的现金|306,277,983.32|416,919,745.02
经营活动现金流出小计|3,600,202,191.87|3,213,606,221.29
经营活动产生的现金流量净额|63,987,418.69|257,541,354.58
二、投资活动产生的现金流量：||
收回投资收到的现金|18,575,055.68|18,475,728.75
取得投资收益收到的现金|10,024,408.26|4,376,999.74
处置固定资产、无形资产和其他长期资产收回的现金净额|646,179.99|91,690.90
处置子公司及其他营业单位收到的现金净额||
收到其他与投资活动有关的现金||741,558.20
投资活动现金流入小计|29,245,643.93|23,685,977.59
购建固定资产、无形资产和其他长期资产支付的现金|218,128,796.74|88,562,875.59
投资支付的现金|23,505,000.00|10,170,000.00
质押贷款净增加额||
取得子公司及其他营业单位支付的现金净额|5,000,000.00|2,041,238.35
page|105
项目|2021 年度|2020 年度
支付其他与投资活动有关的现金|132,657.63|
投资活动现金流出小计|246,766,454.37|100,774,113.94
投资活动产生的现金流量净额|-217,520,810.44|-77,088,136.35
三、筹资活动产生的现金流量：||
吸收投资收到的现金|15,000,000.00|
其中：子公司吸收少数股东投资收到的现金|15,000,000.00|
取得借款收到的现金|4,262,856,174.62|3,662,000,000.00
收到其他与筹资活动有关的现金||
筹资活动现金流入小计|4,277,856,174.62|3,662,000,000.00
偿还债务支付的现金|4,124,491,588.00|3,948,838,473.24
分配股利、利润或偿付利息支付的现金|131,022,655.85|156,108,746.34
其中：子公司支付给少数股东的股利、利润||
支付其他与筹资活动有关的现金|21,123,655.57|
筹资活动现金流出小计|4,276,637,899.42|4,104,947,219.58
筹资活动产生的现金流量净额|1,218,275.20|-442,947,219.58
四、汇率变动对现金及现金等价物的影响|-80,775.67|-224,914.32
五、现金及现金等价物净增加额|-152,395,892.22|-262,718,915.67
加：期初现金及现金等价物余额|1,357,493,345.23|1,620,212,260.90
六、期末现金及现金等价物余额|1,205,097,453.01|1,357,493,345.23
